Genome,Ave_fit,Std_fit,Sum_fit,Ave_thr,Std_thr,Seed,Num_Learning,Num_Mating
"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",5.189301820786467,0.7929812021147167,4.39632061867175,4.985198400567663,0.3107770267734684,73101,2,8
"[1, 1, 0, 0, 0, 0, 0, 0, 0, 1]",5.046283418633636,0.8032414850063813,4.2430419336272545,4.989346970665291,0.31729987308558716,27698,3,7
"[1, 1, 0, 0, 0, 0, 0, 0, 1, 0]",5.107776247655403,0.730069658181305,4.377706589474098,5.014179488722785,0.3208446849743113,78204,3,7
"[1, 1, 0, 0, 0, 0, 0, 0, 1, 1]",4.778654924945372,0.9600215668806601,3.8186333580647123,5.020707101534725,0.32692155207198537,81413,4,6
"[1, 1, 0, 0, 0, 0, 0, 1, 0, 0]",4.998584782493021,0.8485126178521711,4.15007216464085,5.0066480429242715,0.32084405202299277,77494,3,7
"[1, 1, 0, 0, 0, 0, 0, 1, 0, 1]",4.766558837627964,1.0180854627697324,3.7484733748582317,4.977991112418454,0.3109834187277413,49350,4,6
"[1, 1, 0, 0, 0, 0, 0, 1, 1, 0]",4.722420805595886,1.040726836703686,3.6816939688921995,4.983923145697294,0.31817046420632183,11116,4,6
"[1, 1, 0, 0, 0, 0, 0, 1, 1, 1]",4.512607343968069,1.1249901674445761,3.3876171765234933,5.000886462117697,0.31034608095211835,77930,5,5
"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0]",5.098315675797174,0.7301623583157802,4.368153317481394,4.996866328717762,0.31978124120744106,48363,3,7
"[1, 1, 0, 0, 0, 0, 1, 0, 0, 1]",4.773589131268841,1.0918881400592122,3.6817009912096292,5.008191515315414,0.3118991126739889,13343,4,6
"[1, 1, 0, 0, 0, 0, 1, 0, 1, 0]",4.743318086065412,1.1250976436682651,3.618220442397147,4.995497516518466,0.31284806167588947,70465,4,6
"[1, 1, 0, 0, 0, 0, 1, 0, 1, 1]",4.351276806555504,1.2778541536141332,3.07342265294137,4.9953303647055325,0.3263139205135754,88531,5,5
