Genome,Ave_fit,Std_fit,Sum_fit,Ave_thr,Std_thr,Seed,Num_Learning,Num_Mating
"[1, 1, 0, 0, 0]",3.3087401272464927,1.4611836374676392,1.8475564897788535,4.987830808254168,0.4776040660449014,75662,2,3
"[1, 1, 0, 0, 1]",2.523335297495268,1.5422353056284277,0.9810999918668402,5.027351305915188,0.4312175204018128,54105,3,2
"[1, 1, 0, 1, 0]",2.5462486359470717,1.5298817744327642,1.0163668615143076,5.019924413556157,0.43883517489480933,58250,3,2
"[1, 1, 0, 1, 1]",1.2345126411713825,1.421059610912902,-0.1865469697415194,5.007280847314858,0.42379549353675905,62436,4,1
"[1, 1, 1, 0, 0]",2.5095426950667954,1.561546309880304,0.9479963851864914,4.975095773361079,0.43653992355424426,98453,3,2
"[1, 1, 1, 0, 1]",1.3844302542252533,1.4383063834869292,-0.05387612926167584,5.003379472526602,0.4443350107728299,41296,4,1
"[1, 1, 1, 1, 0]",1.4027804803720236,1.4622749265731732,-0.05949444620114952,5.0323351729194234,0.4387694985599009,87915,4,1
"[1, 1, 1, 1, 1]",0.0,0.0,0.0,4.993923265153777,0.45791218716489784,66328,5,0
"[1, 0, 0, 0, 0]",4.039191797775715,1.2011222421476397,2.838069555628075,5.018929361348903,0.4125117798995057,16802,1,4
"[1, 0, 0, 0, 1]",3.309511803118692,1.4876704845542676,1.8218413185644244,4.996664068447722,0.42508366753353644,81432,2,3
"[1, 0, 0, 1, 0]",3.1986098827818847,1.6026573337550027,1.595952549026882,4.996886613933851,0.43517134591251716,42580,2,3
"[1, 0, 0, 1, 1]",2.438480744098447,1.5571055149658464,0.8813752291326007,4.976091080226633,0.4525055694024927,86077,3,2
"[1, 0, 1, 0, 0]",3.295741531803214,1.3626775966494882,1.9330639351537258,4.972268145561044,0.43623487995925686,64781,2,3
"[1, 0, 1, 0, 1]",2.4024924716364287,1.5598002359573202,0.8426922356791084,5.014474934400878,0.4453290866076681,31166,3,2
"[1, 0, 1, 1, 0]",2.5132698872912034,1.562494009633919,0.9507758776572843,5.0008665754008685,0.44083431995601907,23103,3,2
"[1, 0, 1, 1, 1]",1.404650089996835,1.425917232687122,-0.021267142690286844,4.99400107650251,0.4226126269098621,18847,4,1
