Genome,Ave_fit,Std_fit,Sum_fit,Ave_thr,Std_thr,Seed,Num_Learning,Num_Mating
"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",8.71278905629644,2.010381303312971,6.702407752983469,6.392939756997067,1.1966526429978757,93484,2,8
"[1, 1, 0, 0, 0, 0, 0, 0, 0, 1]",8.347442097544524,2.102795537795876,6.244646559748649,6.344359410588965,1.1955011772242496,23309,3,7
"[1, 1, 0, 0, 0, 0, 0, 0, 1, 0]",8.572506142872417,2.1798392320514877,6.392666910820929,6.509097453240911,1.22874276479088,5296,3,7
"[1, 1, 0, 0, 0, 0, 0, 0, 1, 1]",8.057423807630366,2.4787694945115977,5.5786543131187685,6.352935701509621,1.2761324790253212,19680,4,6
"[1, 1, 0, 0, 0, 0, 0, 1, 0, 0]",8.476245422613376,2.2693951246459845,6.206850297967391,6.4262583690275354,1.2255689361391429,94617,3,7
"[1, 1, 0, 0, 0, 0, 0, 1, 0, 1]",7.821410063207909,2.5064494613751895,5.31496060183272,6.364906077208626,1.2485470700553858,98083,4,6
"[1, 1, 0, 0, 0, 0, 0, 1, 1, 0]",7.7792567090136435,2.4617180239351737,5.317538685078469,6.345800569274842,1.2743115981297988,32327,4,6
"[1, 1, 0, 0, 0, 0, 0, 1, 1, 1]",7.254013769472145,2.740928712642773,4.513085056829372,6.456089911390541,1.3006454112898647,56168,5,5
"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0]",8.414710636818588,2.4150092602219053,5.999701376596683,6.449204726761957,1.2397181331862313,60746,3,7
"[1, 1, 0, 0, 0, 0, 1, 0, 0, 1]",7.952296772170014,2.3974613878857345,5.55483538428428,6.408724221043588,1.195003338074415,48767,4,6
"[1, 1, 0, 0, 0, 0, 1, 0, 1, 0]",7.973858891795244,2.5519312015946203,5.421927690200624,6.452024468717187,1.23860358489602,43017,4,6
"[1, 1, 0, 0, 0, 0, 1, 0, 1, 1]",7.528172011660268,2.6248544904630804,4.903317521197188,6.45089240583291,1.2649438792258365,87622,5,5
"[1, 1, 0, 0, 0, 0, 1, 1, 0, 0]",7.8844514054491786,2.5407117236696997,5.3437396817794784,6.465915268926475,1.3263811149565783,91934,4,6
"[1, 1, 0, 0, 0, 0, 1, 1, 0, 1]",7.304787350815586,2.4687409023977915,4.836046448417794,6.4717775762450485,1.2711751438593317,13906,5,5
"[1, 1, 0, 0, 0, 0, 1, 1, 1, 0]",7.389510335992869,2.5118837153280875,4.877626620664781,6.428467772708306,1.2708108831304412,79975,5,5
"[1, 1, 0, 0, 0, 0, 1, 1, 1, 1]",6.649876690235214,2.572257945720263,4.07761874451495,6.457641259745051,1.256903330892768,57367,6,4
"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0]",8.505019300258922,2.184178510277908,6.320840789981014,6.4494936840719985,1.2095693375138512,24472,3,7
"[1, 1, 0, 0, 0, 1, 0, 0, 0, 1]",8.158582327965785,2.4667389722068225,5.691843355758962,6.493987097498452,1.3029541726504674,40722,4,6
"[1, 1, 0, 0, 0, 1, 0, 0, 1, 0]",7.9146670462795,2.361162515920341,5.5535045303591595,6.394211431957356,1.2944350577431851,5526,4,6
"[1, 1, 0, 0, 0, 1, 0, 0, 1, 1]",7.286461236043203,2.410002899171331,4.876458336871872,6.411159985189828,1.210596971093757,30424,5,5
"[1, 1, 0, 0, 0, 1, 0, 1, 0, 0]",7.919309232501502,2.2427649204941296,5.676544312007373,6.4682134623932175,1.2346318408002102,31157,4,6
"[1, 1, 0, 0, 0, 1, 0, 1, 0, 1]",7.028629219518448,2.739890983245083,4.288738236273366,6.493316490492795,1.2282732232422537,43077,5,5
"[1, 1, 0, 0, 0, 1, 0, 1, 1, 0]",7.204825816262141,2.7789120991569907,4.42591371710515,6.440039301906227,1.250230575894014,11401,5,5
"[1, 1, 0, 0, 0, 1, 0, 1, 1, 1]",6.274303076370028,2.722982424285372,3.551320652084656,6.508341765212182,1.207128019688794,12718,6,4
"[1, 1, 0, 0, 0, 1, 1, 0, 0, 0]",8.205745200948193,2.2990732408027834,5.90667196014541,6.509703360869742,1.2474822767744849,33368,4,6
"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1]",7.42066633407483,2.5743741373190043,4.846292196755826,6.5286494900295065,1.2277266170524532,36219,5,5
"[1, 1, 0, 0, 0, 1, 1, 0, 1, 0]",7.348750039946196,2.5544622674437556,4.7942877725024395,6.474110318779773,1.2507258524229599,32918,5,5
"[1, 1, 0, 0, 0, 1, 1, 0, 1, 1]",6.20188126725428,2.8430873727249506,3.3587938945293296,6.38083366766311,1.2159179164426521,82510,6,4
"[1, 1, 0, 0, 0, 1, 1, 1, 0, 0]",7.219256232177327,2.657483216699658,4.5617730154776694,6.338747368858468,1.1584128252160166,96257,5,5
"[1, 1, 0, 0, 0, 1, 1, 1, 0, 1]",6.504231604597102,2.8073883859642788,3.6968432186328233,6.502320666587289,1.305336534697868,95673,6,4
"[1, 1, 0, 0, 0, 1, 1, 1, 1, 0]",6.477483020978088,2.7655733097428548,3.7119097112352333,6.529680792742275,1.2272611400969389,72417,6,4
"[1, 1, 0, 0, 0, 1, 1, 1, 1, 1]",5.312740718384127,2.997242368181415,2.315498350202712,6.415032012052762,1.2759143066512824,58608,7,3
"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0]",8.405125002013243,2.29421109965602,6.110913902357223,6.385137709401591,1.213596348412972,42688,3,7
"[1, 1, 0, 0, 1, 0, 0, 0, 0, 1]",7.797921842435403,2.503479730311187,5.294442112124216,6.440484851897062,1.2548832278531499,22171,4,6
"[1, 1, 0, 0, 1, 0, 0, 0, 1, 0]",7.828057032695559,2.399923118290148,5.428133914405411,6.395427293852084,1.2186875970949134,56694,4,6
"[1, 1, 0, 0, 1, 0, 0, 0, 1, 1]",7.374062734526444,2.4998587250233633,4.87420400950308,6.453754380707852,1.2229257507828086,13157,5,5
"[1, 1, 0, 0, 1, 0, 0, 1, 0, 0]",7.905516786387804,2.581407297823036,5.324109488564768,6.432459250540895,1.2740377989943132,78684,4,6
"[1, 1, 0, 0, 1, 0, 0, 1, 0, 1]",7.296800719919507,2.654592629157966,4.6422080907615415,6.469176706539445,1.271022845975658,97678,5,5
"[1, 1, 0, 0, 1, 0, 0, 1, 1, 0]",7.221328210358399,2.6733159017695765,4.548012308588822,6.4431665168375245,1.247331954000336,8971,5,5
"[1, 1, 0, 0, 1, 0, 0, 1, 1, 1]",6.580662557799173,2.6618755532817673,3.918787004517406,6.473888984439242,1.2159593058032798,56356,6,4
"[1, 1, 0, 0, 1, 0, 1, 0, 0, 0]",7.831055073114779,2.3194151491681065,5.511639923946673,6.399536815755272,1.2869653448493248,66048,4,6
"[1, 1, 0, 0, 1, 0, 1, 0, 0, 1]",7.179273839756749,2.67377431576596,4.505499523990789,6.422426669741078,1.3379761536978865,19775,5,5
"[1, 1, 0, 0, 1, 0, 1, 0, 1, 0]",7.488639887706896,2.58176112190068,4.906878765806216,6.564185323795762,1.2621030976346714,20855,5,5
"[1, 1, 0, 0, 1, 0, 1, 0, 1, 1]",6.417825292539625,2.8009375110655497,3.6168877814740754,6.40519731841953,1.2359982777696938,48793,6,4
"[1, 1, 0, 0, 1, 0, 1, 1, 0, 0]",7.405731796500656,2.7441116158576535,4.661620180643002,6.425167296982028,1.261504144281017,47444,5,5
"[1, 1, 0, 0, 1, 0, 1, 1, 0, 1]",6.6099722106910175,2.745771726867271,3.8642004838237467,6.425223306223086,1.238300677395418,1965,6,4
"[1, 1, 0, 0, 1, 0, 1, 1, 1, 0]",6.404537815478636,2.7739934144714145,3.6305444010072216,6.411101704767129,1.1720528935923369,77060,6,4
"[1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",5.297570747138678,2.970245260596611,2.327325486542067,6.502092663883156,1.2277327622194563,95548,7,3
"[1, 1, 0, 0, 1, 1, 0, 0, 0, 0]",7.915565498371068,2.540292061408118,5.375273436962949,6.4683170152420475,1.2331029272891858,7682,4,6
"[1, 1, 0, 0, 1, 1, 0, 0, 0, 1]",7.126785234760218,2.571048458103761,4.555736776656458,6.3757829758470335,1.286296483142751,86314,5,5
"[1, 1, 0, 0, 1, 1, 0, 0, 1, 0]",7.138884802679514,2.5529196476105187,4.585965155068996,6.317513380886648,1.296094910453338,6618,5,5
"[1, 1, 0, 0, 1, 1, 0, 0, 1, 1]",6.402081411475722,2.8331342266684585,3.5689471848072634,6.550274311713889,1.2399356384378282,74346,6,4
"[1, 1, 0, 0, 1, 1, 0, 1, 0, 0]",7.199843767022334,2.7581537064383386,4.441690060583996,6.4959883072063915,1.2917130080840244,519,5,5
"[1, 1, 0, 0, 1, 1, 0, 1, 0, 1]",6.539482679665039,2.8135101130640696,3.7259725666009698,6.402042487239508,1.2914857858519195,37305,6,4
"[1, 1, 0, 0, 1, 1, 0, 1, 1, 0]",6.344343473218149,2.720733783850279,3.6236096893678704,6.436669190073875,1.203745429501592,6803,6,4
"[1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",5.439598683990383,2.9401759407197607,2.499422743270622,6.494980172903286,1.312759744471373,2993,7,3
"[1, 1, 0, 0, 1, 1, 1, 0, 0, 0]",7.254155962107841,2.607857215507282,4.646298746600559,6.471429490927104,1.207327244084962,5163,5,5
"[1, 1, 0, 0, 1, 1, 1, 0, 0, 1]",6.53371496201516,2.7771150116543772,3.7565999503607825,6.383365311939334,1.2593189231256048,59307,6,4
"[1, 1, 0, 0, 1, 1, 1, 0, 1, 0]",6.542566271861649,2.799437244154756,3.7431290277068925,6.356797449892699,1.248180116995446,14136,6,4
"[1, 1, 0, 0, 1, 1, 1, 0, 1, 1]",5.225379730814263,2.9287961068879214,2.2965836239263413,6.4012064133671105,1.2392178730570178,78105,7,3
"[1, 1, 0, 0, 1, 1, 1, 1, 0, 0]",6.53689332600278,2.84667904712493,3.6902142788778503,6.391826406759402,1.285242691785492,41219,6,4
"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]",5.363898918209772,2.8707959358133976,2.4931029823963744,6.49817433689588,1.2413671227836771,22859,7,3
"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",5.497233306548751,2.9486545734898946,2.5485787330588567,6.559111866935304,1.3094969228185425,40975,7,3
"[1, 1, 0, 0, 1, 1, 1, 1, 1, 1]",3.9743866994376793,3.120146241156951,0.8542404582807284,6.483089361564901,1.3178393541093993,34724,8,2
"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0]",8.330127029729766,2.230744778886699,6.0993822508430675,6.338767474017428,1.210997880280909,39580,3,7
"[1, 1, 0, 1, 0, 0, 0, 0, 0, 1]",7.838718271474944,2.522981647017642,5.315736624457302,6.3951596896095015,1.2414782479099085,81810,4,6
"[1, 1, 0, 1, 0, 0, 0, 0, 1, 0]",7.901307273406401,2.3769600827457613,5.52434719066064,6.51329035231764,1.3372379092184337,11921,4,6
"[1, 1, 0, 1, 0, 0, 0, 0, 1, 1]",7.295825770997076,2.602693690765291,4.693132080231784,6.37379487412777,1.3033076187972668,28957,5,5
"[1, 1, 0, 1, 0, 0, 0, 1, 0, 0]",7.844137531497827,2.6548091808058327,5.189328350691994,6.378723026360586,1.2228130645432824,83922,4,6
"[1, 1, 0, 1, 0, 0, 0, 1, 0, 1]",7.097195577855694,2.806753839292352,4.2904417385633415,6.3659211659315895,1.2743313490922932,91142,5,5
"[1, 1, 0, 1, 0, 0, 0, 1, 1, 0]",7.37976443006208,2.532216804617753,4.847547625444327,6.388328175469936,1.297732373519377,62906,5,5
"[1, 1, 0, 1, 0, 0, 0, 1, 1, 1]",6.518691207224371,2.8530328756667434,3.665658331557627,6.482132943092451,1.267840737779854,42943,6,4
"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0]",7.890694781908389,2.3622593585008875,5.528435423407501,6.456474611431576,1.2071700640663072,20548,4,6
"[1, 1, 0, 1, 0, 0, 1, 0, 0, 1]",7.366666518154845,2.5907182035403347,4.77594831461451,6.4472304820594735,1.2897166743971007,59622,5,5
"[1, 1, 0, 1, 0, 0, 1, 0, 1, 0]",7.40920855368116,2.7664282712664208,4.642780282414739,6.4967849272014595,1.3137794013866502,60186,5,5
"[1, 1, 0, 1, 0, 0, 1, 0, 1, 1]",6.302355681289672,2.9423181355872776,3.3600375457023945,6.43652408052832,1.1866862391129933,21169,6,4
"[1, 1, 0, 1, 0, 0, 1, 1, 0, 0]",7.319448620462436,2.5378179348197163,4.781630685642719,6.391257435864583,1.2745483452107047,2157,5,5
"[1, 1, 0, 1, 0, 0, 1, 1, 0, 1]",6.505497941245524,2.7457531766641554,3.759744764581369,6.4220438645724505,1.1602879662254666,45274,6,4
"[1, 1, 0, 1, 0, 0, 1, 1, 1, 0]",6.5455828954319255,2.840484367659141,3.7050985277727846,6.434019765040899,1.2855623352288528,18079,6,4
"[1, 1, 0, 1, 0, 0, 1, 1, 1, 1]",5.339314616756201,2.8260572038364753,2.5132574129197254,6.378593282537294,1.2899282686376088,63792,7,3
"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0]",7.9880488248124015,2.435323535671328,5.552725289141073,6.4736876177381735,1.3350830612706504,1269,4,6
"[1, 1, 0, 1, 0, 1, 0, 0, 0, 1]",7.201772565927375,2.6334518504532327,4.568320715474142,6.407431622643064,1.2089027749720316,79374,5,5
"[1, 1, 0, 1, 0, 1, 0, 0, 1, 0]",7.296689759358978,2.6336287896411252,4.6630609697178524,6.5038412316570335,1.2657927163930573,35695,5,5
"[1, 1, 0, 1, 0, 1, 0, 0, 1, 1]",6.611640796888797,2.864600207817621,3.747040589071176,6.4937632421727285,1.3264515109886317,40115,6,4
"[1, 1, 0, 1, 0, 1, 0, 1, 0, 0]",7.449066867087214,2.5488395813195033,4.900227285767711,6.395415551752831,1.2240910334872332,43761,5,5
"[1, 1, 0, 1, 0, 1, 0, 1, 0, 1]",6.273434584354897,2.944169146447281,3.329265437907616,6.4415202950625385,1.2318490517928584,81099,6,4
"[1, 1, 0, 1, 0, 1, 0, 1, 1, 0]",6.628290602790265,2.801939545050777,3.8263510577394877,6.414891780294986,1.2714598493535942,11354,6,4
"[1, 1, 0, 1, 0, 1, 0, 1, 1, 1]",5.413811643250549,2.927262194732561,2.4865494485179878,6.527327174214579,1.2866035733590175,47289,7,3
"[1, 1, 0, 1, 0, 1, 1, 0, 0, 0]",7.219611015171084,2.7338915993361703,4.4857194158349145,6.500138006893004,1.2247003274105466,82805,5,5
"[1, 1, 0, 1, 0, 1, 1, 0, 0, 1]",6.2436781342337175,2.9043925517377307,3.339285582495987,6.4176271261656535,1.2923924944869025,47329,6,4
"[1, 1, 0, 1, 0, 1, 1, 0, 1, 0]",6.540538099325477,2.7520351423965765,3.788502956928901,6.486099732910372,1.2653026147231168,63320,6,4
"[1, 1, 0, 1, 0, 1, 1, 0, 1, 1]",5.4606044684665305,2.8883615290623585,2.572242939404172,6.465488027754545,1.2577691202439576,66885,7,3
"[1, 1, 0, 1, 0, 1, 1, 1, 0, 0]",6.49475018728611,2.7626748183971066,3.7320753688890034,6.40746760979495,1.31382805868334,50789,6,4
"[1, 1, 0, 1, 0, 1, 1, 1, 0, 1]",5.156877355516056,2.9363266402165116,2.2205507152995447,6.385706052031732,1.300065354593927,92391,7,3
"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0]",5.530227000832616,2.971114670913074,2.5591123299195417,6.49056459859404,1.2294011915299474,32629,7,3
"[1, 1, 0, 1, 0, 1, 1, 1, 1, 1]",3.880330597825372,2.9441802603842038,0.9361503374411684,6.517852842193671,1.3087589872882355,171,8,2
"[1, 1, 0, 1, 1, 0, 0, 0, 0, 0]",7.916568472193823,2.5676393903069696,5.348929081886854,6.503571309181835,1.2463375622992359,71426,4,6
"[1, 1, 0, 1, 1, 0, 0, 0, 0, 1]",7.235684227907135,2.9285774905852096,4.307106737321925,6.489097615384998,1.2589961457010717,49144,5,5
"[1, 1, 0, 1, 1, 0, 0, 0, 1, 0]",7.276559116761534,2.7021733713859852,4.574385745375549,6.464057047862214,1.2866188119846367,2609,5,5
"[1, 1, 0, 1, 1, 0, 0, 0, 1, 1]",6.533409283808657,2.7093979601924643,3.824011323616193,6.344657847161503,1.2140938574971432,73431,6,4
