Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5
45,0,1,1,0,1,0,1,1,1,0
46,0,1,1,1,1,1,1,0,1,0
47,1,1,1,1,0,0,1,1,1,0
48,1,1,0,0,1,0,1,0,0,0
49,1,0,1,1,0,0,0,0,0,1
50,1,1,1,0,0,0,0,1,1,0
51,1,0,1,1,1,0,0,0,1,0
52,0,0,1,1,0,0,1,1,0,0
53,0,1,1,1,1,0,0,0,1,1
54,0,1,0,1,0,0,1,0,1,0
55,0,1,0,1,1,1,0,0,1,0
56,1,1,1,1,0,1,0,0,1,1
57,1,1,1,1,0,0,1,1,0,0
58,1,1,0,1,0,1,1,0,0,0
59,0,1,1,1,1,0,0,1,0,1
60,1,1,0,0,0,1,1,0,1,0
61,0,1,1,1,0,1,0,0,1,0
62,0,1,1,0,1,1,0,0,1,0
63,1,0,0,0,1,1,0,1,1,0
64,1,1,0,1,0,0,0,0,0,1
65,0,0,0,0,1,0,1,1,1,0
66,0,1,1,1,0,0,0,0,0,1
67,0,0,0,1,1,0,1,0,0,0
68,0,0,0,1,0,0,0,1,1,1
69,1,0,1,1,1,1,1,0,1,0
70,1,1,0,0,1,0,1,0,0,1
71,1,0,1,0,1,0,1,1,0,1
72,0,1,0,1,1,0,1,0,1,0
73,0,0,1,1,1,0,1,1,1,0
74,0,1,0,1,0,0,1,0,1,0
75,0,0,0,0,1,0,1,1,0,0
76,0,1,1,1,1,0,0,1,0,1
77,0,1,1,0,1,0,1,0,1,1
78,0,0,0,1,0,1,1,1,0,0
79,0,1,1,0,0,0,1,0,1,1
80,0,1,0,1,1,0,0,0,1,0
81,1,1,0,0,0,0,1,0,0,0
82,0,1,0,0,0,0,0,0,0,0
83,0,1,1,0,0,1,0,0,0,0
84,1,1,0,0,1,1,0,1,1,1
85,0,0,1,1,1,0,0,0,1,1
86,1,1,1,0,1,0,0,1,1,0
87,1,0,1,1,1,0,1,0,1,0
88,1,0,1,0,1,0,0,0,1,0
89,0,1,1,1,1,1,0,0,1,1
90,1,1,1,0,1,0,0,1,1,0
91,0,1,0,1,0,0,0,1,1,0
92,1,1,1,1,0,0,1,0,0,1
93,1,0,1,1,0,1,0,1,1,0
94,1,1,0,1,1,0,0,0,0,1
95,1,1,1,0,1,0,1,0,0,1
96,1,1,1,0,0,0,1,0,0,1
97,1,0,1,0,0,1,0,1,0,1
98,1,1,0,0,1,0,0,0,1,0
99,1,0,0,1,1,1,1,1,0,1
100,0,1,1,1,1,0,0,0,0,1
101,0,0,0,0,1,1,1,0,0,0
102,1,0,1,1,1,0,0,0,0,0
103,0,1,1,0,1,1,0,1,1,1
104,1,0,1,0,1,1,1,0,1,0
105,1,1,1,0,0,0,0,0,0,1
106,1,1,0,0,0,0,0,1,1,1
107,0,1,1,0,1,1,1,0,0,1
108,0,0,0,1,1,0,1,0,0,1
109,1,0,0,0,1,0,0,0,0,1
110,1,1,0,0,1,1,1,0,0,0
111,0,1,0,0,1,0,0,0,0,0
112,1,1,0,0,1,1,0,0,0,1
113,1,1,1,0,1,0,0,0,0,0
114,1,1,1,0,0,0,1,0,1,1
115,1,1,1,0,1,0,0,0,1,1
116,1,1,0,0,1,1,0,0,1,1
117,1,1,1,1,1,1,1,0,1,1
118,0,1,1,0,1,0,0,0,1,0
119,1,1,1,0,1,0,1,1,0,0
120,1,0,0,0,1,0,0,0,0,0
121,1,0,1,1,1,0,0,0,1,0
122,0,1,1,0,1,0,0,0,0,1
123,0,1,1,0,1,0,0,0,0,1
124,1,1,1,0,0,0,1,1,1,1
125,0,0,1,1,1,1,0,0,1,0
126,0,0,1,0,1,0,0,0,0,1
127,0,1,1,1,0,1,1,1,1,0
128,1,1,0,1,0,1,1,1,1,0
129,0,0,1,0,0,0,1,1,0,0
130,1,0,1,1,1,1,0,0,1,1
131,1,0,1,1,0,1,0,0,1,0
132,0,0,1,1,1,1,0,0,0,1
133,0,0,1,1,1,0,0,0,0,1
134,0,0,1,1,1,0,0,1,1,1
135,0,1,1,0,0,0,1,0,1,1
136,1,1,1,1,1,1,0,1,0,1
137,1,1,1,0,0,1,0,1,1,1
138,0,0,0,1,1,0,0,0,0,1
139,1,0,1,0,0,0,1,0,1,1
140,1,1,1,0,1,0,0,1,0,0
141,1,1,0,0,0,0,1,1,1,1
142,1,1,0,1,0,1,1,0,1,0
143,1,1,1,1,0,0,1,1,1,1
144,1,1,0,0,0,0,1,0,0,0
145,0,1,0,1,1,0,0,1,0,0
146,1,0,0,1,1,1,0,0,1,0
147,1,1,0,0,1,0,1,1,0,1
148,0,0,0,1,1,1,0,0,0,0
149,0,1,0,1,0,0,1,0,1,1
150,0,1,0,1,1,1,1,1,1,1
151,0,0,0,1,0,0,1,1,1,1
152,0,1,1,1,0,0,1,0,0,1
153,0,0,1,1,1,0,1,1,1,1
154,1,1,0,1,0,0,0,1,0,0
155,1,0,0,1,1,0,0,1,1,1
156,1,1,0,1,1,0,1,1,1,0
157,0,0,1,0,1,0,0,1,0,1
158,0,0,0,1,1,1,1,0,1,1
159,0,1,1,1,1,0,0,0,1,1
160,0,1,1,0,1,1,0,1,0,0
161,1,1,1,0,1,0,1,1,1,0
162,1,0,1,1,1,0,0,1,0,1
163,0,1,1,1,0,0,1,0,1,1
164,0,0,1,1,1,1,1,0,0,0
165,0,1,1,1,0,1,0,0,1,0
166,1,0,1,1,0,1,0,0,1,1
167,1,1,0,0,1,1,0,1,0,1
168,1,1,1,0,1,0,1,0,0,1
169,0,0,1,1,1,1,1,0,1,1
170,0,0,1,1,0,0,0,1,0,0
171,0,1,0,0,0,1,1,1,0,0
172,0,1,1,0,0,1,0,0,0,1
173,0,1,1,0,0,1,0,1,0,1
174,0,1,1,0,0,0,0,0,0,1
175,1,0,0,1,1,0,0,1,1,1
176,0,0,1,1,1,0,0,0,0,0
177,0,1,1,1,0,1,1,0,1,0
178,1,1,0,1,0,0,0,0,0,0
179,0,0,1,1,1,0,0,1,1,1
180,0,1,1,1,0,1,0,1,1,0
181,1,1,1,1,0,1,1,0,1,0
182,0,1,1,1,1,0,0,1,0,0
183,0,1,0,1,0,1,1,0,0,0
184,1,1,1,0,0,1,1,0,0,0
185,0,1,0,0,0,0,1,0,1,0
186,1,1,0,1,0,0,1,0,1,0
187,0,1,1,0,1,1,1,1,0,0
188,1,0,0,1,1,0,1,1,0,0
189,1,0,1,0,0,1,0,0,1,1
190,0,0,0,1,0,0,1,1,1,1
191,0,0,1,0,0,1,0,0,1,0
192,0,1,0,1,0,1,0,0,1,0
193,0,0,1,1,1,0,1,1,1,0
194,0,1,1,0,1,0,1,1,1,0
195,0,0,1,0,1,1,1,0,1,0
196,1,0,0,0,1,0,1,1,0,1
197,0,0,1,0,1,0,0,0,1,0
198,0,1,1,1,0,1,0,0,0,0
199,0,0,1,0,1,1,0,1,0,1
