Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5
0,0,0,0,0,1,1,0,0,1,0
1,1,1,0,0,0,0,0,1,1,0
2,0,0,1,0,1,1,0,0,1,1
3,0,1,1,0,0,0,1,0,1,1
4,1,0,0,1,1,0,0,1,0,1
5,1,1,1,0,1,1,1,0,0,0
6,1,1,1,1,0,1,0,0,1,1
7,1,1,1,1,1,0,0,0,1,1
8,1,1,1,0,0,1,1,0,0,1
9,1,1,1,1,0,1,0,0,0,1
10,0,0,1,1,0,1,0,1,0,0
11,0,0,1,1,0,1,1,0,1,0
12,1,0,0,1,0,0,1,0,0,1
13,1,0,0,1,0,1,0,0,0,1
14,1,1,0,1,1,1,0,1,1,1
15,1,1,1,1,0,0,1,0,1,1
16,0,0,0,1,1,1,0,1,0,1
17,1,1,1,0,1,1,1,1,1,0
18,1,1,1,0,0,0,0,0,1,0
19,1,1,1,1,1,0,1,1,1,0
20,1,1,1,1,0,1,0,0,1,1
21,0,1,1,1,1,1,1,0,1,1
22,1,1,0,1,1,0,1,0,1,1
23,0,0,1,0,0,1,0,1,1,1
24,0,1,1,0,0,1,0,1,0,1
25,1,0,1,1,1,0,1,0,1,1
26,0,1,1,0,1,0,0,0,0,0
27,1,1,1,0,1,1,0,1,1,0
28,1,0,0,0,1,1,0,0,0,1
29,0,1,0,1,1,0,1,1,1,0
30,0,1,1,0,0,0,1,0,0,0
31,1,1,1,1,1,0,0,1,0,1
32,1,1,0,1,1,1,0,0,1,1
33,0,0,0,1,1,1,0,1,0,1
34,0,1,1,1,1,0,0,0,1,0
35,0,1,0,0,1,0,0,0,1,0
36,1,1,0,0,0,0,0,1,1,1
37,0,0,0,1,1,0,0,1,0,0
38,1,1,1,0,1,0,1,1,0,1
39,0,1,1,1,1,0,1,1,1,1
40,0,1,1,1,0,0,0,1,0,1
41,0,1,0,1,1,0,1,0,1,0
42,0,1,1,1,0,0,1,1,1,1
43,1,1,1,1,1,0,0,1,0,1
44,0,1,0,1,1,1,0,0,1,0
