Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5
145,0,0,0,0,1,0,0,0,0,0
146,1,0,1,1,0,0,0,0,0,0
147,1,0,0,0,0,0,0,0,1,0
148,0,1,1,0,0,1,0,0,0,0
149,0,0,1,1,0,0,0,0,0,0
150,0,0,1,0,0,0,0,0,0,0
151,0,0,0,1,1,0,0,0,0,0
152,0,0,0,1,0,0,0,0,0,0
153,0,0,1,0,0,0,0,0,0,0
154,1,0,1,0,0,0,0,0,0,0
155,1,0,0,0,0,0,0,0,0,0
156,0,1,0,0,0,0,0,0,0,0
157,1,0,0,0,0,0,0,1,0,0
158,0,1,0,0,0,0,0,0,0,0
159,0,1,1,0,0,0,0,0,0,0
160,0,0,1,0,0,0,0,0,0,0
161,0,1,1,0,0,0,0,0,0,0
162,1,0,1,0,0,0,0,0,0,0
163,1,1,0,0,0,0,0,0,0,0
164,0,0,0,0,1,0,0,0,0,0
165,0,1,0,0,0,0,0,0,0,0
166,0,0,1,0,0,0,0,1,0,1
167,0,0,0,0,1,1,1,1,0,0
168,1,0,0,1,0,1,1,1,0,0
169,0,0,1,0,0,0,0,0,0,0
170,0,0,1,1,0,0,0,0,0,0
171,1,0,0,0,0,0,0,1,0,0
172,0,1,0,0,0,0,0,0,0,0
173,0,0,0,0,1,0,0,0,0,0
174,1,0,1,0,0,0,0,0,0,0
175,0,1,0,0,1,0,0,0,0,0
176,1,0,0,0,0,0,0,0,0,0
177,0,0,0,0,1,0,0,0,0,0
178,1,0,0,0,0,0,0,0,0,0
179,1,1,0,0,0,0,0,0,0,0
180,1,0,0,0,1,0,0,0,0,0
181,1,0,0,1,0,0,0,0,0,0
182,1,1,0,0,0,0,0,0,0,0
183,0,1,0,0,0,0,0,0,0,0
184,0,0,0,1,1,0,0,0,0,0
185,0,0,0,1,0,0,0,0,0,1
186,0,1,1,0,0,0,0,0,0,0
187,0,0,0,1,0,0,0,0,0,0
188,0,0,1,0,1,0,0,0,0,0
189,0,0,1,1,0,0,0,0,1,0
190,0,0,0,1,0,0,0,0,0,0
191,0,0,0,1,0,0,0,0,1,0
192,1,0,0,0,0,0,0,0,0,0
193,0,1,0,0,0,0,0,0,0,0
194,0,0,0,1,0,0,0,0,0,0
195,0,0,0,1,0,0,0,0,0,0
196,0,0,1,0,0,0,0,0,1,0
197,0,0,1,0,0,0,0,0,0,0
198,0,1,0,0,1,0,0,0,0,0
199,1,0,0,0,0,0,0,1,0,0
