Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,best_mate_6,best_mate_7,best_mate_8,best_mate_9,best_mate_10,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5,worst_mate_6,worst_mate_7,worst_mate_8,worst_mate_9,worst_mate_10
0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0
1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1
2,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1
3,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0
4,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
5,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1
6,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
7,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0
8,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0
9,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1
10,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
11,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
12,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
13,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0
14,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
15,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0
17,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
18,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
19,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
20,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1
21,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
23,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
24,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0
25,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1
26,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0
27,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0
28,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0
29,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1
30,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
31,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
32,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0
33,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
34,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
35,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
36,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
37,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
38,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0
39,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1
40,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1
41,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
43,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
44,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
45,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
47,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1
48,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0
49,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
50,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0
51,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
52,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
53,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1
54,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
55,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
56,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
57,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
58,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1
59,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1
60,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
61,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
62,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
63,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1
64,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
