Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5
97,1,0,1,1,1,1,0,1,0,0
98,1,1,0,1,1,1,0,1,0,1
99,0,1,1,1,1,1,1,1,0,1
100,0,1,1,0,1,0,0,0,1,1
101,0,0,1,1,0,1,0,0,0,1
102,0,1,1,1,1,1,0,1,0,1
103,0,1,1,0,0,0,1,0,1,0
104,0,1,0,1,1,1,1,0,0,1
105,1,1,1,1,0,1,1,1,1,0
106,0,1,0,0,1,0,1,0,1,1
107,1,0,1,0,0,0,1,0,0,1
108,0,1,1,1,0,0,0,1,1,1
109,1,0,1,0,0,0,1,1,1,0
110,0,0,0,1,1,0,1,0,0,1
111,1,0,1,0,0,0,0,0,1,1
112,0,0,1,1,1,1,0,0,1,0
113,1,0,0,1,1,0,0,0,1,1
114,1,1,0,0,0,0,0,0,0,1
115,1,1,1,1,0,1,0,1,0,1
116,1,1,0,1,0,0,1,0,1,1
117,0,1,1,1,1,0,1,0,0,1
118,1,1,1,0,0,0,1,1,0,1
119,0,0,1,0,1,0,1,0,1,0
120,0,1,1,1,0,0,0,1,0,1
121,1,1,1,1,0,0,1,1,1,0
122,1,0,0,1,0,0,0,1,0,0
123,0,0,1,1,1,1,1,0,0,1
124,1,0,0,0,0,0,1,1,0,1
125,1,0,1,0,0,0,0,1,1,1
126,1,0,1,1,1,0,1,1,1,1
127,0,1,1,1,0,1,1,1,0,1
128,0,1,0,1,1,0,0,1,1,1
129,1,0,1,1,0,0,1,1,0,1
130,1,0,1,0,1,0,1,0,0,1
131,0,1,1,0,1,1,0,0,1,0
132,1,0,0,1,1,1,0,0,0,1
133,1,0,1,1,1,1,1,0,1,0
134,1,1,0,1,0,1,1,0,0,1
135,1,0,0,1,1,1,1,0,0,1
136,1,0,0,1,1,0,1,1,1,0
137,1,1,1,0,0,0,0,0,1,1
138,0,1,0,0,0,0,0,1,0,1
139,0,0,0,1,1,0,1,0,1,1
140,0,1,1,1,1,0,1,0,1,1
141,0,1,0,0,0,0,0,1,0,0
142,1,1,1,1,0,1,1,0,1,1
143,1,1,0,0,1,0,1,1,0,1
144,0,1,0,1,1,0,0,0,1,1
145,0,1,1,1,1,0,1,0,1,0
146,1,1,0,1,1,0,0,0,1,0
147,0,0,1,1,1,0,0,0,1,1
148,0,0,1,1,1,0,0,1,0,1
149,0,1,0,0,1,0,1,0,1,0
150,0,1,1,1,0,1,0,0,0,1
151,1,0,1,0,1,1,1,1,1,0
152,1,1,1,0,0,0,0,1,1,0
153,0,1,0,1,1,0,0,0,1,1
154,0,1,1,0,1,0,1,1,0,0
155,0,1,1,1,1,0,1,0,0,0
156,1,1,1,1,0,0,1,0,1,0
157,1,1,0,0,1,0,0,0,0,1
158,1,1,0,1,1,0,1,1,0,1
159,1,0,1,1,1,1,1,1,0,0
160,1,1,0,1,1,0,0,1,0,0
161,0,1,1,0,1,0,1,0,1,0
162,0,1,1,0,1,0,1,0,1,0
163,1,1,0,1,1,0,1,1,0,0
164,0,1,0,0,1,1,0,1,0,0
165,0,0,1,1,0,0,0,1,1,0
166,0,1,1,1,1,0,0,0,1,0
167,0,1,1,0,0,0,1,1,0,1
168,0,0,0,0,1,0,1,0,0,0
169,0,0,0,1,1,0,0,0,1,1
170,0,1,0,1,1,1,1,0,0,1
171,0,1,1,1,1,0,0,1,1,1
172,1,0,1,1,0,1,0,0,1,0
173,0,1,1,0,0,1,1,0,0,0
174,1,1,1,1,0,0,0,1,0,1
175,1,0,0,1,0,1,1,0,0,0
176,1,0,0,1,0,0,1,1,1,0
177,1,0,1,1,1,0,0,1,1,1
178,0,1,1,1,0,1,0,0,1,0
179,1,1,0,1,0,0,0,0,0,0
180,0,1,0,1,0,0,1,1,0,0
181,0,0,1,0,0,1,0,0,1,0
182,1,1,1,1,1,0,0,0,0,1
183,1,1,1,1,1,0,1,1,1,0
184,1,1,0,1,1,0,0,1,1,0
185,1,1,0,0,0,1,0,0,1,1
186,1,1,1,1,1,1,0,0,0,0
187,1,0,1,1,1,0,1,1,0,1
188,1,0,0,1,0,0,0,0,1,0
189,1,1,0,0,1,1,0,0,0,0
190,0,1,1,1,0,1,1,0,0,0
191,1,1,0,0,0,1,1,0,0,1
192,0,1,0,1,0,1,1,0,0,0
193,0,0,0,0,1,1,1,0,0,1
194,0,1,1,0,1,1,1,0,0,1
195,0,1,1,1,1,0,1,0,0,0
196,0,1,1,0,1,0,1,0,0,1
197,0,1,1,0,1,0,1,1,0,0
198,0,0,1,1,1,1,0,0,0,0
199,1,1,1,1,1,1,0,0,0,1
