Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5
0,1,1,1,0,0,1,1,0,0,1
1,1,0,0,1,1,0,0,1,0,0
2,1,0,0,0,1,0,0,1,1,0
3,0,0,0,1,1,0,0,1,1,1
4,1,0,0,1,1,1,0,0,0,1
5,1,0,0,1,1,0,0,0,0,0
6,1,1,1,1,1,0,1,0,0,0
7,0,1,1,0,1,1,1,1,1,0
8,0,1,1,1,0,0,0,0,1,0
9,0,1,1,0,0,0,0,0,1,0
10,1,1,0,0,1,0,0,1,1,0
11,1,1,0,0,1,0,0,0,1,1
12,1,1,1,1,1,0,1,0,0,0
13,0,0,1,1,1,0,0,1,1,1
14,0,1,1,1,1,0,1,0,1,0
15,1,0,0,1,1,0,0,1,0,0
16,0,1,0,1,1,0,1,1,1,0
17,0,1,0,1,1,0,1,1,1,0
18,0,1,1,1,0,0,1,1,0,1
19,0,1,0,1,0,0,1,1,0,1
20,0,1,0,1,0,0,1,0,1,1
21,0,1,1,1,1,1,0,0,1,0
22,1,1,1,0,1,0,1,0,1,1
23,0,0,1,0,1,0,1,1,1,1
24,1,1,1,1,1,0,1,1,0,0
25,1,0,1,1,0,0,0,0,0,1
26,0,1,1,1,1,0,0,1,1,0
27,1,0,1,0,1,0,0,1,0,1
28,0,1,0,1,1,1,1,1,0,0
29,1,1,1,0,0,0,1,0,1,0
30,0,0,1,0,1,0,0,1,0,1
31,1,1,0,0,1,0,0,1,1,0
32,0,0,1,1,0,0,0,1,0,0
33,0,1,1,0,1,1,1,1,1,0
34,0,1,1,1,1,0,1,0,0,1
35,1,1,1,0,1,0,1,1,1,0
36,0,1,0,0,1,1,0,1,0,1
37,1,0,1,1,1,1,1,0,1,1
38,0,1,0,1,1,1,1,1,0,0
39,1,1,1,1,1,0,1,0,0,1
40,1,1,1,0,1,0,0,0,1,0
41,0,1,1,1,1,0,1,0,1,1
42,0,1,1,1,0,0,0,1,1,0
43,1,1,1,1,1,0,0,1,0,1
44,0,0,0,1,1,0,1,1,1,0
45,0,1,0,0,1,1,1,0,0,1
46,0,1,1,1,1,0,1,0,1,1
47,0,1,1,1,0,1,1,0,0,0
48,1,1,1,0,1,0,1,0,1,0
49,0,1,0,1,1,0,0,1,1,0
50,0,1,0,0,1,0,0,1,0,0
51,0,0,0,1,0,0,0,0,1,0
52,0,1,0,1,1,1,1,0,1,1
53,0,0,0,1,1,1,1,0,0,0
54,1,1,0,1,1,0,0,0,1,1
55,0,1,1,0,1,0,0,0,1,0
56,1,1,1,0,1,0,1,1,1,0
57,1,1,1,0,1,0,1,0,1,0
58,0,1,1,0,0,1,1,1,0,1
59,1,1,0,1,1,1,1,0,1,1
60,1,1,1,1,0,0,0,0,0,1
61,1,1,1,1,0,1,0,0,1,0
62,0,0,0,1,1,0,0,1,1,0
63,0,1,1,1,1,0,0,1,0,1
64,0,0,1,0,1,0,0,1,0,1
65,0,0,1,1,1,0,1,0,1,0
66,0,1,1,1,1,1,0,0,1,1
67,1,1,0,1,0,0,0,0,1,1
68,1,0,0,1,0,1,0,0,1,1
69,1,1,1,0,0,0,0,1,0,1
70,0,0,0,1,1,0,0,0,1,1
71,0,0,0,1,1,0,1,0,1,1
72,0,0,0,1,1,1,0,1,1,0
73,1,1,0,1,1,1,1,0,1,0
74,1,1,1,1,0,1,1,1,1,1
75,1,0,0,1,0,0,0,1,1,0
76,1,1,1,1,0,0,0,0,0,0
77,0,1,1,1,0,0,0,1,1,0
78,1,1,0,0,0,0,1,1,1,0
79,1,1,0,0,1,0,1,1,1,0
80,1,1,0,0,1,0,1,1,1,1
81,0,0,1,1,1,1,0,1,0,0
82,0,1,0,1,1,0,1,0,1,0
83,1,0,0,0,1,1,0,1,0,1
84,0,1,1,1,0,1,1,0,0,0
85,0,1,1,0,1,1,0,1,1,0
86,0,1,1,1,1,0,0,1,0,1
87,1,0,0,1,1,0,1,1,0,0
88,0,0,1,1,1,1,1,0,0,0
89,0,0,1,1,1,0,0,1,1,1
90,1,0,1,1,0,1,0,0,1,1
91,0,0,1,1,1,1,1,1,0,1
92,0,0,0,0,1,1,1,1,0,1
93,1,0,1,1,0,0,0,0,1,1
94,0,1,1,0,1,0,0,1,0,1
95,0,1,1,0,1,1,0,1,1,1
96,0,0,0,1,1,1,1,1,0,1
