Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5
43,0,1,0,1,0,0,0,0,0,0
44,0,1,0,0,1,1,0,0,1,0
45,0,1,1,0,0,0,0,0,0,0
46,0,0,1,1,0,0,0,0,0,0
47,0,1,0,0,0,0,0,0,0,0
48,1,0,1,0,0,0,0,0,0,0
49,0,0,0,1,1,0,0,0,0,0
50,0,1,0,0,0,0,0,0,0,0
51,1,0,0,0,0,0,0,0,0,0
52,1,0,0,1,0,1,0,0,0,0
53,1,0,0,0,0,0,1,0,0,1
54,1,1,0,0,0,0,0,0,0,0
55,0,1,0,0,0,1,0,0,0,0
56,0,0,0,0,1,0,0,0,0,0
57,0,0,0,1,0,0,0,0,0,1
58,0,1,0,0,0,0,0,0,0,0
59,0,0,0,0,1,0,1,0,0,1
60,1,1,0,1,1,0,0,0,0,0
61,0,0,0,0,1,0,0,0,0,1
62,0,1,0,1,0,0,0,1,0,0
63,1,0,0,0,0,0,0,0,0,1
64,0,0,1,0,1,0,0,0,0,0
65,0,0,0,0,1,0,0,0,0,0
66,0,0,0,0,1,0,0,1,0,0
67,0,0,0,1,0,0,0,0,0,0
68,0,1,0,0,1,1,0,0,1,0
69,0,1,0,0,1,0,0,0,0,0
70,0,0,0,1,0,0,0,0,0,0
71,1,0,0,1,0,1,0,1,1,0
72,1,0,0,1,1,0,0,0,0,0
73,0,0,0,1,0,0,0,1,0,0
74,1,0,0,0,0,0,0,0,0,0
75,0,0,1,0,0,1,0,0,0,1
76,1,0,1,0,0,0,0,0,0,0
77,0,1,0,0,0,0,0,0,0,0
78,0,0,0,1,0,0,0,1,0,0
79,0,1,0,1,0,0,0,0,0,1
80,1,0,0,0,0,0,0,0,0,0
81,1,0,0,0,0,0,1,0,0,1
82,0,1,0,0,1,0,0,0,0,0
83,1,1,0,0,1,0,0,0,0,0
84,0,1,0,0,0,0,0,0,0,0
85,0,1,0,1,1,0,0,0,0,0
86,1,1,1,1,0,1,0,0,0,0
87,1,0,0,0,0,1,0,0,0,0
88,1,0,0,0,0,0,0,0,0,0
89,1,0,0,0,1,0,0,0,0,0
90,0,1,0,1,1,0,0,0,0,0
91,1,0,1,0,1,0,0,1,0,0
92,0,0,1,0,0,0,0,1,0,0
93,1,0,0,0,0,0,0,0,0,0
94,1,1,1,0,0,1,1,0,0,0
95,0,1,0,0,0,0,0,0,0,0
96,0,0,0,0,1,0,0,1,0,0
97,0,1,0,1,1,0,0,0,0,0
98,0,0,0,0,1,0,0,0,0,0
99,1,1,0,0,0,1,1,0,0,0
100,0,1,0,0,0,0,1,0,0,0
101,0,0,0,1,0,0,0,0,0,0
102,1,0,0,0,0,1,1,0,1,0
103,0,0,1,0,0,0,0,0,0,0
104,0,0,1,0,0,0,0,0,0,0
105,0,1,0,0,0,0,0,0,0,0
106,0,0,1,0,0,0,0,0,0,0
107,1,0,0,0,0,0,0,0,0,0
108,1,0,0,1,1,0,0,0,0,0
109,0,0,0,0,1,0,0,1,0,1
110,0,0,0,0,1,0,0,0,0,0
111,0,1,0,0,0,0,0,0,0,0
112,0,1,1,0,0,1,1,1,1,0
113,1,0,0,0,0,0,0,0,0,0
114,1,0,1,0,0,0,0,0,0,0
115,1,1,0,0,0,0,0,0,0,0
116,1,0,0,0,0,1,0,0,0,1
117,1,0,0,1,0,0,0,0,0,0
118,0,1,1,0,0,0,0,0,0,0
119,1,1,0,0,0,0,0,0,0,0
120,0,0,0,1,0,0,0,0,0,0
121,0,0,0,1,0,0,0,0,1,0
122,0,0,1,0,1,0,0,0,0,0
123,0,0,0,1,1,0,0,0,0,0
124,0,0,0,1,1,0,0,0,0,0
125,0,1,0,1,1,0,0,0,0,0
126,0,0,0,0,1,0,1,0,1,1
127,1,0,0,1,0,0,0,0,0,0
128,0,1,1,0,0,0,0,0,0,0
129,0,0,0,0,1,0,0,0,0,0
130,1,1,1,0,0,0,0,0,0,0
131,0,0,1,0,0,0,0,0,0,0
132,1,0,0,0,0,0,0,0,0,0
133,0,0,1,1,0,0,0,0,0,0
134,0,1,1,1,0,0,0,1,0,1
135,0,1,0,0,0,0,1,0,1,0
136,0,0,1,1,1,0,0,0,0,0
137,0,1,0,1,0,0,0,0,0,0
138,1,1,1,1,0,0,1,1,0,0
139,0,0,1,1,1,0,0,0,0,0
140,0,0,1,0,0,0,0,0,0,0
141,0,0,0,0,1,0,0,1,1,0
142,0,1,0,0,0,0,1,1,0,1
143,0,0,1,1,0,1,1,0,1,1
144,1,1,1,0,1,0,0,0,0,0
145,0,0,0,1,1,0,0,0,1,1
146,1,0,0,0,0,0,0,0,0,1
147,1,0,0,0,0,0,0,0,0,0
148,1,0,0,1,0,0,0,0,0,0
149,0,1,0,0,0,0,0,0,0,0
150,0,1,1,0,1,1,0,0,1,0
151,0,1,0,0,0,1,0,0,0,1
152,1,0,0,0,0,0,0,0,0,0
153,1,0,0,0,0,1,0,0,0,0
154,1,0,0,0,0,0,0,0,0,0
155,1,1,1,0,0,1,0,0,0,1
156,0,0,0,1,0,1,0,0,0,1
157,0,0,0,1,0,0,0,0,0,0
158,0,0,1,0,0,1,0,0,1,1
159,1,0,0,1,1,1,0,0,0,1
160,1,0,0,0,1,0,0,0,0,0
161,1,0,1,0,0,0,0,0,0,0
162,1,0,1,0,1,0,1,1,0,1
163,1,0,1,0,0,0,0,0,0,1
164,1,1,0,0,1,1,0,0,0,0
165,0,0,0,0,1,0,0,0,0,0
166,0,0,1,1,0,0,0,0,0,0
167,0,1,0,0,0,0,1,0,0,1
168,0,1,0,0,0,0,0,0,0,0
169,0,1,0,0,0,0,0,0,0,0
170,0,1,0,0,0,0,1,0,0,0
171,0,1,0,0,0,0,0,0,0,0
172,1,0,0,0,0,0,0,0,0,0
173,1,0,0,0,0,0,0,0,0,0
174,0,1,1,0,0,0,0,0,0,0
175,1,0,0,0,0,0,0,0,0,0
176,1,0,0,0,0,0,0,0,0,0
177,0,0,0,0,1,0,0,0,0,0
178,0,0,1,0,0,0,0,0,0,0
179,1,1,0,1,0,1,0,0,0,0
180,0,0,0,1,0,0,1,0,0,1
181,1,0,0,0,0,1,0,0,0,0
182,1,0,0,1,0,0,0,0,0,0
183,1,0,0,0,0,0,0,0,0,0
184,1,0,0,0,0,0,0,0,0,0
185,0,0,1,0,0,0,0,1,0,0
186,1,0,0,0,1,1,0,0,0,1
187,0,0,0,1,1,0,0,0,1,0
188,1,0,1,0,0,0,0,0,1,0
189,1,0,0,1,0,0,0,0,0,0
190,0,1,1,0,0,0,0,0,0,0
191,0,0,0,0,1,1,0,1,1,0
192,1,0,0,0,0,0,0,0,0,0
193,1,0,0,0,0,0,0,1,0,0
194,1,0,0,0,0,0,0,0,0,0
195,0,0,1,0,0,0,0,0,0,0
196,1,0,1,0,1,0,0,0,0,0
197,0,0,0,1,1,0,0,0,0,0
198,0,0,1,0,0,0,0,0,0,0
199,1,0,0,0,1,0,0,0,1,0
