Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,best_mate_6,best_mate_7,best_mate_8,best_mate_9,best_mate_10,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5,worst_mate_6,worst_mate_7,worst_mate_8,worst_mate_9,worst_mate_10
0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0
1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
3,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0
4,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
5,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0
6,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0
7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
10,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1
11,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
12,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0
13,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1
14,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
16,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
17,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
18,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0
19,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
20,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0
21,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0
22,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0
23,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
24,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
25,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0
26,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0
27,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0
28,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1
29,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
30,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1
31,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0
32,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0
33,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1
34,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0
35,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
36,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
37,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0
38,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1
39,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
40,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1
41,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
