Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,best_mate_6,best_mate_7,best_mate_8,best_mate_9,best_mate_10,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5,worst_mate_6,worst_mate_7,worst_mate_8,worst_mate_9,worst_mate_10
0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
2,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
3,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
4,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0
5,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1
6,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0
7,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1
8,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0
9,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0
10,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1
11,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1
12,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0
14,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1
15,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0
16,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0
17,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0
18,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1
19,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
20,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
21,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
22,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1
23,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
24,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
25,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
26,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0
27,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0
28,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
29,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0
30,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1
31,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0
32,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0
33,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1
34,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
35,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
36,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
37,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1
38,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0
39,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1
40,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1
41,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
42,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0
43,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0
44,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0
45,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
46,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
47,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1
48,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0
49,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
50,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0
51,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0
52,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
53,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
54,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0
55,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0
56,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
57,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1
58,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
59,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1
