Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5
129,0,0,1,0,1,0,0,1,1,1
130,0,1,0,0,1,0,0,1,0,0
131,0,0,1,0,0,1,0,1,1,0
132,0,1,1,1,0,1,0,1,0,0
133,1,1,0,1,0,0,0,0,0,1
134,0,1,0,1,0,0,0,0,0,0
135,0,0,1,0,0,0,0,0,1,1
136,0,0,1,1,1,0,0,1,0,0
137,0,1,1,0,1,1,1,1,1,0
138,0,1,0,0,1,0,0,0,0,1
139,0,1,0,0,1,0,0,1,1,0
140,0,0,1,1,0,0,1,1,1,1
141,1,0,1,1,0,0,1,1,1,1
142,1,0,1,1,0,1,0,1,0,0
143,0,1,0,0,1,0,0,0,1,0
144,0,0,1,1,0,0,0,1,0,0
145,0,1,0,1,1,0,0,1,1,0
146,1,1,1,1,0,0,1,1,1,0
147,0,1,1,0,1,0,0,1,1,1
148,0,1,1,0,1,0,1,0,0,1
149,0,1,1,1,0,1,0,0,1,0
150,0,0,0,0,1,0,1,0,0,1
151,0,1,1,0,0,0,1,1,0,0
152,0,0,0,0,1,0,1,0,1,1
153,0,1,0,1,1,1,0,0,1,1
154,0,1,0,1,1,0,0,0,0,1
155,0,1,0,1,1,1,0,1,1,1
156,1,1,1,1,1,0,1,1,0,0
157,1,1,0,1,1,1,1,1,0,0
158,0,1,0,1,1,0,0,0,1,1
159,0,1,1,0,1,0,1,0,1,1
160,1,0,1,1,1,0,1,0,0,1
161,1,1,0,1,0,1,0,1,1,1
162,0,1,1,1,0,0,1,0,1,0
163,0,0,0,1,0,0,1,0,0,1
164,0,1,0,1,1,0,0,1,1,1
165,0,0,1,0,1,1,0,1,0,0
166,0,0,0,1,1,1,0,1,1,1
167,0,1,1,0,1,1,0,1,1,0
168,0,1,0,1,1,0,0,1,0,1
169,1,1,1,1,1,0,0,1,1,0
170,1,1,1,1,1,0,0,0,0,0
171,0,1,1,0,1,1,1,1,0,1
172,0,1,0,0,0,0,0,1,1,1
173,0,1,1,0,1,0,1,0,0,0
174,0,0,1,1,0,0,1,1,1,1
175,0,0,1,1,1,0,1,1,0,0
176,0,0,1,1,1,1,1,1,0,1
177,1,0,0,1,1,1,1,1,1,0
178,1,1,0,1,0,0,0,0,1,1
179,1,1,1,0,1,0,1,1,0,1
180,0,1,0,0,1,0,1,1,0,1
181,1,1,0,1,1,1,0,1,0,1
182,0,1,1,1,0,1,0,0,1,0
183,1,0,1,0,1,1,1,1,0,1
184,1,1,1,0,0,1,0,1,0,1
185,0,0,1,1,1,0,0,0,1,0
186,0,1,0,1,0,0,1,0,0,0
187,1,1,1,0,1,1,1,0,1,1
188,1,1,1,1,1,1,1,0,1,0
189,1,0,1,0,1,1,0,1,1,0
190,1,1,1,0,1,0,1,0,1,1
191,0,1,1,0,1,1,1,1,1,1
192,0,1,1,0,1,1,0,0,1,1
193,0,1,0,1,1,0,1,0,1,1
194,1,1,1,1,0,1,1,1,0,0
195,0,1,1,0,0,0,0,1,1,0
196,0,0,1,0,1,1,1,1,1,1
197,1,1,0,1,1,1,1,1,1,1
198,1,1,1,0,1,0,1,1,0,0
199,0,0,1,1,0,0,1,0,0,1
