Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5
0,1,1,1,1,0,0,1,0,0,0
1,0,0,0,1,1,0,1,0,0,1
2,0,0,1,1,1,0,1,0,0,1
3,0,0,1,0,1,1,0,0,0,0
4,1,1,1,1,1,0,0,0,1,1
5,1,1,0,1,1,1,0,1,0,1
6,1,1,1,0,1,0,0,1,1,0
7,0,0,1,1,0,0,1,0,1,0
8,1,1,0,0,1,1,1,0,0,1
9,1,1,1,1,1,0,0,1,1,1
10,0,1,1,0,0,1,0,1,0,1
11,1,1,0,0,1,0,1,1,0,1
12,1,1,1,0,0,0,0,1,0,0
13,1,0,0,1,0,1,1,1,0,0
14,1,0,1,0,1,1,1,0,0,0
15,1,1,1,0,0,1,1,0,0,1
16,0,1,0,1,1,0,0,0,0,1
17,0,0,1,0,1,1,0,0,1,1
18,0,1,1,1,1,1,1,1,0,1
19,1,1,0,0,1,0,1,1,1,1
20,0,1,0,0,0,1,1,1,1,1
21,1,1,0,1,1,1,1,1,0,1
22,0,0,1,1,0,0,0,1,1,0
23,0,1,1,1,1,1,1,0,1,1
24,1,1,0,1,0,1,1,1,1,1
25,1,1,0,0,1,1,1,0,1,1
26,0,1,1,0,1,1,1,1,1,0
27,0,1,1,0,1,0,0,1,0,1
28,1,1,1,1,1,1,1,0,1,0
29,1,1,0,1,0,0,0,1,0,1
30,0,1,1,1,1,0,1,1,1,1
31,0,0,1,1,1,0,0,0,0,1
32,1,0,1,0,1,1,1,1,1,1
33,0,1,1,1,1,1,1,0,1,0
34,0,1,1,1,1,0,1,0,1,0
35,0,1,1,1,0,1,1,1,0,0
36,0,0,1,1,1,0,1,1,1,1
37,1,1,1,1,1,0,1,1,0,1
38,1,0,1,1,1,0,0,1,1,1
39,1,1,1,0,1,1,0,0,1,1
40,0,0,1,1,0,0,0,0,1,0
41,1,0,1,1,0,1,1,1,0,1
42,0,1,1,1,0,1,0,1,1,1
43,1,1,0,1,0,0,1,1,1,0
44,0,1,1,1,1,1,1,0,1,0
45,1,1,1,0,1,1,0,1,1,1
46,1,1,1,1,1,0,1,0,1,1
47,1,0,0,1,1,1,0,1,0,0
48,0,1,1,1,1,0,1,1,0,0
49,0,0,1,1,1,0,0,0,1,0
50,0,0,0,0,1,0,0,1,1,0
51,0,0,1,0,1,1,0,0,1,0
52,0,1,1,1,1,0,0,0,0,1
53,1,0,1,1,1,1,0,0,0,1
54,1,0,1,0,1,0,0,1,1,0
55,1,0,1,0,0,0,0,1,1,1
56,0,0,1,0,1,1,0,1,0,1
57,1,0,0,0,1,1,0,0,0,1
58,1,0,1,1,1,1,0,1,1,1
59,0,0,1,1,1,1,0,1,1,0
60,1,1,0,1,1,1,0,1,0,0
61,0,0,1,1,0,1,1,1,1,0
62,1,0,1,1,1,0,1,1,1,0
63,0,0,1,1,0,0,0,1,0,0
64,0,1,0,1,0,0,0,0,1,0
65,0,1,1,0,1,0,1,1,1,1
66,0,0,1,0,1,0,1,0,1,0
67,1,1,1,0,0,0,0,0,1,0
68,1,1,0,0,1,1,1,1,0,1
69,1,1,0,1,1,0,0,0,0,1
70,1,0,0,1,1,0,1,0,0,0
71,0,1,1,1,0,1,0,1,1,1
72,1,0,0,0,1,0,1,1,1,1
73,0,0,1,1,0,1,1,0,0,0
74,0,1,1,1,0,1,0,1,0,0
75,0,0,0,1,1,1,0,1,0,1
76,0,1,1,1,1,0,0,0,1,0
77,0,0,0,1,1,0,0,1,1,0
78,1,0,1,0,1,0,0,1,1,0
79,1,1,0,1,1,0,0,0,1,0
80,1,1,1,1,1,0,1,1,1,0
81,1,1,1,1,1,1,1,0,1,1
82,1,0,1,1,0,0,0,0,1,1
83,0,1,0,1,0,1,0,0,1,1
84,1,1,0,0,1,1,0,1,1,0
85,0,0,1,1,1,0,1,0,1,1
86,0,0,0,1,1,0,1,0,1,1
87,1,0,1,1,1,0,1,0,0,1
88,0,1,1,1,0,0,1,1,0,1
89,1,0,1,1,1,0,1,0,0,0
90,1,0,1,1,1,0,0,1,1,0
91,1,1,0,1,1,1,1,1,1,0
92,0,1,0,0,1,0,0,0,1,1
93,0,1,1,0,0,1,1,0,1,0
94,0,1,1,0,1,0,1,1,0,1
95,0,1,1,1,0,0,0,0,1,1
96,0,1,1,1,0,0,0,0,0,1
97,0,1,1,1,1,0,1,0,0,0
98,1,1,0,0,1,1,0,1,1,0
99,0,1,0,0,1,0,1,1,0,0
100,0,1,0,0,1,1,1,0,1,0
101,1,0,1,1,0,1,1,1,0,1
102,0,0,0,0,1,0,1,0,1,1
103,0,1,0,0,1,0,1,0,1,1
104,1,0,1,0,1,1,0,0,1,1
105,1,0,0,1,1,1,0,1,0,0
106,1,1,1,0,0,0,0,1,1,0
107,0,0,1,0,0,1,0,1,0,1
108,0,0,0,1,1,1,0,0,1,1
109,0,1,1,1,1,0,0,1,1,1
110,1,1,1,0,1,1,1,1,1,0
111,0,1,1,0,1,0,1,1,1,0
112,1,0,1,0,1,0,0,1,0,1
113,1,1,1,0,1,0,1,1,0,0
114,0,1,0,0,1,0,1,1,0,0
115,1,0,1,1,0,1,1,0,0,1
116,1,1,1,0,0,0,1,1,1,0
117,1,0,1,0,1,0,1,1,0,1
118,0,0,1,0,0,1,1,0,1,1
119,1,1,1,1,1,0,1,1,1,1
120,0,1,1,0,0,0,0,1,0,1
121,0,0,0,0,1,1,0,0,0,1
122,0,1,0,1,1,1,0,1,1,0
123,0,1,0,1,1,0,1,0,0,1
124,1,0,0,1,0,1,1,1,1,0
125,1,1,1,0,1,1,1,1,0,0
126,1,0,1,0,0,0,0,1,0,1
127,0,1,0,0,1,0,1,1,1,1
128,1,1,0,1,1,0,1,1,1,0
