Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5
0,0,1,0,0,1,0,0,0,0,1
1,0,0,1,1,1,0,1,0,0,0
2,1,0,1,1,1,0,0,1,1,0
3,1,0,1,1,1,0,1,0,1,0
4,1,1,0,1,1,1,1,0,1,0
5,1,0,1,1,0,0,0,0,0,1
6,1,1,0,1,0,0,0,1,1,0
7,1,0,0,1,1,1,0,0,1,1
8,0,0,1,1,1,0,0,1,1,1
9,1,1,1,1,0,1,1,0,1,0
10,1,1,0,1,1,0,0,0,0,1
11,0,1,0,0,1,1,0,0,1,0
12,0,0,0,0,1,0,0,1,1,0
13,0,1,1,0,0,0,0,0,1,0
14,1,1,0,1,1,0,0,1,0,0
15,0,0,1,1,1,0,0,1,1,0
16,0,0,0,1,0,0,1,1,0,0
17,0,1,1,1,1,0,0,0,1,1
18,1,1,0,0,0,1,0,0,1,1
19,0,0,1,1,1,0,0,1,0,0
20,0,1,1,1,1,0,1,1,1,1
21,0,1,0,0,1,0,1,1,0,0
22,0,0,1,1,1,0,0,1,0,1
23,1,0,1,1,1,0,0,0,0,1
24,0,1,1,1,1,0,0,0,1,1
25,0,1,1,1,1,0,1,0,1,1
26,0,1,0,1,1,0,0,0,0,0
27,0,1,1,0,1,1,0,0,1,0
28,0,1,1,0,1,0,0,1,1,0
29,0,0,1,1,1,0,1,1,1,1
30,0,1,1,1,0,0,1,1,0,0
31,1,1,1,0,0,0,1,0,0,0
32,0,1,0,1,1,0,0,0,0,1
33,0,1,1,1,0,0,1,1,1,0
34,1,1,1,1,1,0,1,1,0,1
35,1,1,0,1,0,1,1,0,1,0
36,0,1,1,0,0,0,1,1,1,1
37,0,1,1,1,1,0,1,0,0,1
38,0,0,1,1,1,0,1,0,0,1
39,0,1,1,0,1,1,1,0,0,0
40,0,1,0,0,1,0,0,0,1,1
41,1,1,0,0,1,0,0,1,1,0
42,1,1,0,1,0,0,1,0,0,1
43,0,1,1,1,1,0,0,0,0,1
44,0,1,1,1,1,0,0,0,0,0
45,0,1,1,0,1,0,0,0,1,0
46,1,1,1,0,0,0,0,0,1,0
47,1,1,1,0,0,1,1,0,0,0
48,1,1,1,1,1,1,0,1,0,0
49,1,0,0,1,0,0,0,0,1,0
50,0,0,0,1,1,1,1,1,1,0
51,1,1,1,0,1,0,1,1,1,1
52,1,1,1,0,1,0,1,1,0,1
53,1,0,1,1,0,0,0,0,1,0
54,0,1,1,0,1,1,0,0,0,0
55,0,1,1,0,1,0,1,0,0,1
