Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5
96,0,0,0,1,1,0,0,0,0,0
97,0,1,1,1,0,0,1,1,0,1
98,0,1,0,1,1,0,0,0,1,0
99,1,0,1,1,1,0,1,0,0,0
100,1,0,1,0,1,0,0,1,1,1
101,0,1,0,0,1,0,0,0,0,1
102,1,0,1,0,1,1,0,1,0,1
103,1,0,1,0,0,1,0,0,1,0
104,1,0,1,0,1,0,1,1,1,0
105,0,1,0,1,1,0,1,1,0,0
106,0,1,0,0,0,1,1,0,1,1
107,1,1,1,0,0,1,0,1,1,1
108,1,1,0,1,1,0,1,1,1,0
109,1,0,0,1,1,1,0,1,0,1
110,0,1,1,1,0,0,1,0,1,0
111,1,1,1,1,1,0,1,0,0,1
112,0,0,1,1,1,1,0,1,0,1
113,0,0,1,1,1,0,0,1,0,0
114,1,1,0,1,1,1,1,0,0,1
115,0,1,1,0,0,0,1,0,0,1
116,0,1,1,0,1,0,0,1,1,1
117,0,0,1,1,1,1,0,0,0,1
118,0,1,1,1,0,1,0,0,1,1
119,1,0,1,1,1,1,0,1,1,1
120,1,1,0,1,1,1,1,1,0,1
121,1,1,0,0,1,0,0,0,1,1
122,1,0,1,0,0,0,1,1,0,0
123,1,1,1,0,0,1,1,0,0,0
124,0,1,1,1,1,1,0,1,0,1
125,1,1,1,1,1,0,0,1,0,0
126,1,1,1,1,1,1,0,1,1,0
127,1,1,1,0,0,0,1,0,0,1
128,1,0,0,1,1,1,1,1,1,1
129,1,0,1,1,1,1,0,1,1,1
130,1,0,1,0,0,0,0,0,0,1
131,1,1,1,0,1,1,1,0,1,0
132,1,0,1,1,1,0,1,0,0,1
133,1,1,1,0,1,0,1,1,0,1
134,1,0,1,1,0,0,0,0,0,1
135,0,0,1,1,1,1,1,1,0,0
136,0,0,1,1,0,0,0,1,1,1
137,1,1,1,0,0,1,0,0,0,0
138,0,1,1,0,1,1,1,1,1,0
139,1,1,1,0,0,0,1,1,0,1
140,1,0,1,1,1,0,1,1,1,0
141,0,1,1,1,1,1,0,0,1,1
142,1,1,1,1,0,0,0,1,1,0
143,1,1,1,1,1,1,1,1,1,1
144,1,1,0,0,1,1,1,0,1,0
145,0,1,0,1,0,1,0,1,1,0
146,1,1,1,1,0,0,0,1,1,0
147,1,1,0,1,0,1,0,1,0,0
148,1,1,1,0,1,1,1,0,1,1
149,1,1,0,1,1,0,1,1,1,0
150,0,1,1,1,0,1,0,0,1,0
151,0,0,1,1,1,1,1,0,0,1
152,0,1,0,1,1,0,1,0,1,0
153,1,0,1,1,0,1,1,1,1,1
154,1,1,1,1,0,0,1,0,1,1
155,0,1,0,1,0,0,1,0,1,0
156,1,0,0,0,1,0,1,0,0,1
157,0,1,0,1,1,0,1,1,1,0
158,0,0,1,1,0,0,1,1,1,1
159,0,0,0,1,1,0,0,0,0,0
160,0,1,1,0,1,0,0,1,0,0
161,0,1,0,1,0,0,0,1,1,1
162,1,1,0,1,1,0,0,1,0,1
163,0,0,1,0,1,1,0,0,0,0
164,0,1,1,1,1,0,0,1,0,1
165,0,1,1,1,1,1,1,1,1,1
166,1,1,0,1,1,0,0,0,1,0
167,1,0,1,1,0,1,1,0,0,0
168,1,1,1,1,1,0,0,1,0,1
169,1,0,0,1,1,0,1,1,0,1
170,1,0,1,0,1,0,0,1,1,1
171,1,0,0,1,1,1,1,1,1,0
172,0,1,1,1,0,0,0,1,0,1
173,1,1,1,1,0,0,0,1,1,1
174,0,1,0,0,1,0,0,1,0,0
175,0,0,1,0,1,1,1,1,0,0
176,0,1,1,0,0,0,1,0,0,0
177,0,0,1,0,1,1,1,0,0,1
178,1,1,1,1,0,0,1,0,0,0
179,0,1,1,0,1,0,0,1,0,1
180,1,0,1,1,1,0,0,1,0,0
181,0,1,1,0,1,0,1,1,0,0
182,0,1,1,1,0,1,0,1,0,1
183,0,1,0,1,0,1,1,0,0,0
184,1,1,0,0,0,0,1,0,0,1
185,0,0,1,1,1,0,1,1,0,1
186,1,1,0,1,1,0,1,0,1,1
187,1,1,1,0,0,0,0,0,0,1
188,0,1,0,1,1,0,0,0,1,0
189,1,1,0,1,1,1,1,0,1,0
190,0,1,1,1,1,0,1,1,0,0
191,0,0,1,1,1,0,1,0,1,0
192,1,1,1,1,0,0,0,1,0,0
193,1,0,1,0,1,1,1,1,0,1
194,0,0,0,1,1,0,0,0,1,1
195,1,1,1,1,1,0,0,0,1,0
196,1,1,1,0,1,0,1,1,1,0
197,0,1,0,1,0,1,1,0,1,1
198,0,1,0,1,0,0,0,1,0,1
199,0,1,0,1,1,1,0,1,0,1
