Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5
0,1,0,1,1,0,0,1,0,0,0
1,0,0,1,1,1,0,1,0,0,0
2,0,1,0,1,1,0,0,1,1,0
3,0,1,0,1,1,0,1,0,1,0
4,0,1,0,0,0,0,1,0,1,0
5,0,1,1,0,1,0,1,1,0,0
6,0,1,0,1,0,0,1,0,1,1
7,1,1,1,1,0,0,1,1,0,0
8,1,1,1,1,0,0,0,1,0,0
9,1,1,1,1,0,0,0,1,1,0
10,0,1,1,0,1,1,1,0,1,1
11,0,1,1,0,0,0,1,1,1,0
12,1,0,1,1,0,0,1,1,1,0
13,0,1,1,1,0,1,0,0,1,1
14,1,0,1,1,1,0,0,1,1,0
15,1,1,0,1,1,0,1,1,1,1
16,0,0,1,1,0,1,0,0,0,1
17,1,1,0,0,1,0,1,0,1,0
18,0,0,1,1,1,1,0,0,0,1
19,0,0,1,1,0,1,1,0,1,0
20,0,1,0,1,0,0,1,1,1,0
21,1,1,1,0,1,0,1,0,0,0
22,0,0,0,1,1,1,0,1,1,0
23,0,1,1,1,1,0,1,0,0,0
24,0,1,0,1,1,0,0,0,1,0
25,1,0,1,1,1,1,1,0,0,1
26,1,1,1,1,1,1,0,0,0,0
27,0,0,0,0,1,0,0,1,0,0
28,1,1,0,1,1,0,1,0,1,1
29,0,0,0,1,1,0,0,0,0,0
30,1,0,1,0,1,0,1,0,1,1
31,1,0,0,1,1,0,0,1,1,0
32,0,0,1,1,0,1,0,1,1,1
33,1,0,1,1,1,0,1,1,0,0
34,0,1,1,1,0,0,1,1,1,1
35,0,1,0,1,1,1,0,0,1,0
36,1,0,1,1,1,0,0,1,1,0
37,1,1,0,1,0,0,0,0,1,1
38,0,1,1,1,1,1,0,0,0,1
39,1,0,0,0,1,1,1,1,0,0
40,0,1,0,1,1,0,0,0,0,1
41,1,1,1,1,0,0,0,0,1,0
42,0,0,0,1,1,0,1,0,1,1
43,0,1,0,1,1,1,1,1,1,0
44,1,1,1,1,0,1,0,1,0,0
45,1,1,0,1,1,0,1,1,0,1
46,1,1,0,1,1,0,1,0,1,1
47,0,1,1,0,0,0,0,0,0,1
48,0,0,0,1,0,0,1,1,0,1
49,0,1,1,0,1,0,0,0,1,0
50,0,1,1,1,1,0,1,1,1,1
51,0,0,1,0,1,0,0,1,1,1
52,1,1,1,1,1,0,0,1,0,1
53,0,1,1,0,0,0,1,0,1,1
54,0,1,0,1,0,1,0,1,0,0
55,0,0,1,1,1,0,1,1,1,1
56,0,0,0,1,1,0,1,0,0,1
57,1,1,1,0,1,0,0,0,1,1
58,0,0,1,1,1,1,0,0,1,0
59,0,1,1,1,0,1,0,1,0,1
60,1,0,1,1,1,0,0,0,1,0
61,0,0,0,1,1,0,1,0,1,1
62,1,1,0,1,1,0,0,0,0,1
63,1,1,1,1,0,1,1,1,1,1
64,0,0,0,1,1,1,1,0,1,1
65,1,0,1,0,0,0,0,0,1,1
66,1,0,0,0,0,0,0,0,0,1
67,1,1,1,0,1,1,0,1,0,0
68,0,1,1,1,0,1,1,0,0,1
69,1,1,1,0,1,1,0,1,0,0
70,1,0,1,0,1,1,1,0,1,0
71,1,1,0,0,1,0,1,0,1,1
72,1,1,1,0,0,0,0,0,1,1
73,1,1,1,1,1,1,1,0,1,1
74,1,1,1,1,0,0,0,0,1,0
75,0,1,1,1,1,0,1,1,1,0
76,0,1,1,0,1,0,1,0,1,0
77,0,1,1,1,1,0,0,1,0,1
78,1,1,1,1,1,1,1,1,1,0
79,0,1,1,1,0,0,1,0,0,0
80,1,1,1,1,0,0,0,1,0,1
81,1,1,0,0,0,0,1,0,1,1
82,0,1,0,1,1,1,1,1,0,0
83,0,1,1,0,1,0,0,0,1,1
84,0,1,1,1,1,1,1,0,1,0
85,1,1,1,1,1,0,0,0,0,1
86,1,1,1,1,0,1,0,1,0,0
87,1,1,1,0,1,0,1,0,1,0
88,1,0,1,1,0,1,0,1,1,1
89,0,1,1,0,1,1,1,0,1,1
90,0,0,1,1,0,0,0,0,0,1
91,0,1,0,0,0,0,0,1,1,0
92,1,0,0,1,1,0,1,1,0,0
93,0,1,1,0,1,0,1,1,1,1
94,1,0,1,0,0,0,0,1,1,1
95,1,0,0,0,1,1,0,1,0,0
