Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5
0,0,1,1,0,1,0,0,0,0,0
1,1,0,1,1,0,1,0,0,0,1
2,1,1,0,1,0,0,1,1,0,0
3,1,0,1,1,0,0,1,0,0,0
4,0,0,1,1,1,0,1,0,0,1
5,0,0,1,0,1,0,0,0,1,0
6,1,1,1,0,1,0,1,0,0,0
7,0,1,1,1,1,0,1,0,0,1
8,1,1,0,1,0,0,0,1,0,1
9,0,1,0,1,1,1,1,0,1,1
10,1,1,0,0,1,0,1,1,0,0
11,0,1,1,0,0,0,0,0,0,1
12,1,1,0,1,1,0,1,1,0,1
13,0,1,1,0,1,1,1,0,1,0
14,1,1,0,1,1,0,1,1,1,1
15,1,1,0,1,1,1,1,1,1,0
16,1,1,0,0,1,0,1,1,1,1
17,0,1,1,1,0,0,1,0,1,0
18,0,1,1,1,0,0,1,1,1,0
19,1,1,1,0,0,0,1,0,0,1
20,1,1,1,1,0,1,1,1,0,1
21,1,1,0,1,1,0,0,0,0,1
22,1,1,0,1,1,0,0,1,1,0
23,1,1,1,0,1,1,1,0,0,0
24,1,0,1,1,1,1,1,0,1,0
25,1,1,0,0,1,0,1,0,1,0
26,1,1,1,1,1,1,1,1,1,1
27,1,1,1,1,0,1,0,1,1,0
28,0,1,1,0,0,0,0,1,1,0
29,0,1,0,0,0,1,1,0,0,0
30,1,1,0,0,0,1,1,0,1,0
31,0,1,0,0,0,1,1,0,0,0
32,0,1,0,0,1,1,0,0,1,1
33,1,1,1,0,0,0,1,0,0,1
34,1,1,0,1,1,1,1,1,0,0
35,1,1,1,1,0,1,0,0,0,0
36,0,0,1,1,1,1,1,1,1,0
37,1,1,0,0,1,1,0,0,0,1
38,1,1,1,1,0,1,1,0,0,1
39,1,1,1,0,0,1,1,1,0,0
40,1,0,0,0,1,0,1,1,0,0
41,0,1,0,1,0,1,0,0,1,0
42,0,0,0,1,1,0,0,1,0,0
43,1,1,1,1,1,1,1,0,1,0
44,1,0,1,1,1,1,0,1,1,0
45,1,0,1,1,0,0,1,0,1,1
46,0,1,1,0,1,1,0,0,1,0
47,0,0,1,0,1,1,1,0,1,1
48,1,1,1,1,0,1,1,0,1,0
49,1,1,0,1,1,1,1,0,1,0
50,0,1,0,1,1,1,0,1,0,1
51,1,0,1,0,1,1,0,1,0,1
52,0,0,1,0,1,0,0,0,1,1
53,0,0,1,0,0,1,1,0,1,1
54,1,0,1,0,0,0,0,0,1,1
55,0,1,1,0,0,1,1,0,1,0
56,1,0,1,0,1,0,0,1,0,1
57,0,0,1,0,1,0,1,1,0,0
58,1,1,1,0,1,0,1,0,1,1
59,1,1,1,0,0,0,1,0,0,1
60,0,1,1,1,1,0,0,0,0,1
61,1,1,0,1,1,1,0,0,1,1
62,0,0,1,0,1,0,0,0,1,1
63,1,1,0,0,1,0,0,0,0,1
64,0,0,1,0,1,0,0,1,0,1
65,1,1,1,0,1,1,1,1,0,0
66,0,1,1,0,1,1,1,1,1,1
67,0,0,1,0,1,1,0,0,1,1
68,0,0,1,0,1,1,1,0,0,0
69,1,1,0,1,0,1,1,1,1,0
70,1,0,1,1,1,1,0,0,1,0
71,1,0,0,1,1,1,0,1,1,0
72,1,1,0,1,1,0,0,0,1,1
73,0,0,0,1,1,0,0,0,0,1
