Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5
74,0,0,0,1,1,1,0,1,1,0
75,1,0,1,0,0,1,0,1,0,1
76,0,1,1,1,1,1,0,0,1,0
77,1,1,1,1,0,0,1,0,1,0
78,0,0,0,1,1,0,1,1,1,0
79,0,0,1,0,1,0,0,0,1,1
80,1,1,1,1,1,0,1,0,0,1
81,1,1,0,1,0,0,0,0,0,1
82,1,0,0,0,1,0,0,0,0,1
83,1,1,0,0,1,1,0,0,0,1
84,1,1,0,0,1,0,1,1,0,0
85,1,1,0,0,1,0,1,1,1,0
86,0,0,1,1,1,0,0,1,1,1
87,1,0,1,1,1,1,1,1,1,0
88,1,1,1,0,1,0,1,1,1,1
89,0,1,1,0,0,1,0,0,0,1
90,1,1,1,0,1,1,1,1,1,1
91,1,0,1,0,1,1,0,1,0,0
92,0,1,0,1,0,0,0,1,0,1
93,1,1,1,0,0,1,0,0,1,0
94,0,1,0,1,1,1,0,0,1,0
95,1,0,1,1,1,0,0,0,1,1
96,0,0,1,0,1,0,0,1,0,1
97,0,1,1,1,1,0,1,1,1,1
98,1,1,1,1,1,1,1,0,1,1
99,0,0,1,1,1,0,1,0,1,0
100,0,1,0,1,0,0,1,0,0,0
101,1,0,1,1,0,0,1,0,0,0
102,0,1,1,1,1,1,1,1,0,1
103,1,1,1,1,0,0,0,0,0,0
104,0,0,0,1,1,1,0,0,1,1
105,0,1,1,1,1,0,1,0,0,1
106,0,1,0,1,0,0,1,0,0,1
107,0,0,1,1,1,0,1,0,0,1
108,0,0,0,1,1,1,0,1,1,1
109,1,1,0,1,1,0,0,0,1,0
110,0,0,0,1,1,0,0,0,1,1
111,0,0,0,1,1,0,1,0,0,0
112,0,1,1,1,0,0,1,0,1,0
113,1,0,1,1,1,0,0,1,1,0
114,0,0,1,1,1,1,0,0,1,0
115,1,1,1,0,1,0,0,1,0,1
116,0,0,1,1,1,0,0,0,1,1
117,1,1,0,1,0,0,1,0,1,0
118,0,1,0,1,1,0,1,1,0,0
119,0,0,0,0,1,0,0,1,0,1
120,1,1,1,1,0,0,1,1,1,0
121,0,0,0,0,1,0,0,1,0,0
122,1,0,1,1,0,0,0,1,1,1
123,0,0,0,0,1,0,1,0,0,0
124,0,1,0,1,1,0,0,1,0,1
125,0,1,1,0,1,0,1,0,1,1
126,1,0,1,0,1,1,0,0,1,1
127,0,1,1,1,1,0,1,0,1,0
128,0,0,1,1,0,0,0,1,0,0
129,0,1,1,0,1,0,0,1,1,0
130,0,0,1,0,1,1,0,0,0,0
131,0,1,1,0,1,0,1,0,0,0
132,0,1,1,1,0,0,0,0,1,0
133,0,1,1,0,1,1,1,0,0,0
134,0,1,0,0,0,0,1,1,0,1
135,0,1,0,1,0,1,0,1,1,0
136,0,1,0,1,0,0,1,0,1,0
137,0,1,0,1,0,0,1,0,1,0
138,1,1,1,0,0,1,0,0,1,1
139,0,1,0,0,0,0,1,0,0,1
140,0,1,1,1,1,1,1,0,0,1
141,1,1,0,1,1,0,0,1,0,0
142,0,0,1,0,0,1,0,1,0,0
143,0,1,1,0,1,0,1,1,0,0
144,0,0,1,1,1,0,0,1,1,0
145,0,1,1,0,1,0,1,1,0,1
146,1,1,0,1,0,0,0,1,1,0
147,1,1,1,0,1,0,1,1,1,0
148,0,1,0,1,0,1,0,1,0,1
149,1,1,1,1,0,1,1,1,0,0
150,0,0,1,1,0,0,1,1,0,0
151,1,0,0,1,1,1,0,1,0,1
152,0,1,1,0,1,1,0,0,0,1
153,1,1,1,0,1,0,1,0,0,0
154,1,1,1,0,0,1,0,1,0,0
155,0,0,1,1,0,0,0,0,1,0
156,1,0,1,1,1,0,1,0,1,0
157,0,0,1,1,1,0,1,1,1,0
158,0,1,0,0,1,0,1,1,1,1
159,0,1,0,1,1,0,1,1,0,1
160,1,0,1,1,1,0,1,1,0,0
161,0,0,1,1,1,0,0,1,1,1
162,0,1,0,1,1,1,0,1,1,1
163,0,0,0,1,0,1,1,1,1,1
164,1,1,1,1,0,0,0,0,0,0
165,1,1,1,1,0,0,1,0,0,1
166,1,0,1,1,1,0,1,0,0,1
167,0,1,1,1,0,0,1,1,1,0
168,0,1,1,1,0,1,0,1,1,1
169,1,1,0,1,1,0,0,0,0,1
170,0,1,1,0,1,1,0,0,0,1
171,0,1,1,0,1,0,1,0,0,1
172,1,1,0,1,1,1,0,1,0,1
173,1,1,1,1,1,1,1,0,1,0
174,1,0,0,1,0,1,0,0,1,1
175,1,0,1,1,0,1,0,0,1,0
176,0,1,0,1,0,1,1,1,1,1
177,0,1,0,1,0,0,0,1,0,1
178,1,0,1,1,1,0,0,0,1,0
179,1,0,0,1,0,1,1,1,1,1
180,0,0,0,1,0,0,0,1,1,0
181,0,1,1,1,0,0,0,1,0,0
182,0,1,1,1,1,1,0,0,1,1
183,1,0,1,1,0,0,0,1,1,0
184,1,1,0,1,1,0,0,1,1,0
185,1,1,1,1,1,1,1,0,1,1
186,0,1,0,1,1,0,1,0,1,0
187,1,1,1,0,1,0,1,1,1,0
188,1,1,0,0,0,0,0,1,0,1
189,1,0,0,1,1,0,0,0,1,1
190,1,1,1,1,0,0,0,0,1,0
191,0,1,1,1,1,0,0,0,0,1
192,0,0,1,1,0,0,0,1,1,1
193,1,1,0,1,1,0,1,0,0,1
194,1,1,0,1,1,0,0,1,1,0
195,1,1,1,1,1,1,0,0,1,0
196,0,1,0,0,0,0,1,1,0,0
197,1,1,1,0,0,0,1,1,1,0
198,0,1,1,1,0,0,1,0,1,0
199,0,1,1,0,0,0,1,1,1,0
