Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5
65,1,0,1,1,1,1,0,0,1,1
66,1,1,1,1,1,1,1,1,0,0
67,1,0,1,1,0,0,0,0,1,1
68,0,1,1,1,0,0,1,0,0,0
69,0,1,1,1,1,0,1,0,0,0
70,1,1,0,1,1,1,1,1,1,0
71,1,1,0,1,0,0,0,0,1,0
72,0,1,0,1,1,0,1,0,0,1
73,0,1,0,0,1,0,1,1,0,0
74,1,1,0,1,1,0,1,0,0,1
75,0,1,1,1,0,1,1,1,0,0
76,0,0,1,1,1,1,1,1,0,0
77,0,1,0,1,1,0,1,0,0,1
78,1,1,1,0,1,0,0,0,0,1
79,0,1,1,1,1,0,1,0,0,1
80,0,1,1,1,1,0,0,1,0,0
81,0,1,1,0,1,0,0,0,0,1
82,1,0,1,1,0,0,0,1,1,1
83,0,1,1,1,1,1,0,1,0,1
84,0,0,1,1,0,1,1,0,0,0
85,1,1,1,1,1,0,0,1,1,0
86,1,1,1,1,1,1,1,0,1,1
87,1,1,1,0,1,0,1,1,0,1
88,1,1,1,0,1,1,1,0,1,1
89,0,0,1,1,0,1,1,1,1,1
90,0,0,1,1,0,1,1,1,1,1
91,1,1,0,0,0,0,0,0,1,0
92,0,1,1,0,1,0,0,1,1,0
93,0,0,1,0,1,0,0,0,0,1
94,1,1,1,1,0,1,1,0,0,1
95,1,1,0,1,1,0,1,0,0,0
96,0,1,1,1,0,0,0,0,1,1
97,1,0,1,0,1,1,1,1,1,1
98,0,0,0,1,1,0,1,0,1,0
99,1,1,1,1,0,1,0,1,1,0
100,1,1,0,1,1,1,1,0,1,0
101,0,1,1,1,1,0,1,0,0,0
102,1,1,1,1,0,0,1,0,0,1
103,1,1,1,1,0,0,0,1,1,1
104,1,1,1,1,1,0,0,0,1,1
105,1,0,1,1,0,0,0,1,1,0
106,0,1,0,1,0,0,0,0,1,0
107,0,1,0,1,0,0,0,1,1,1
108,0,0,1,0,1,0,1,1,0,0
109,0,0,0,1,0,0,0,0,0,1
110,0,1,0,1,1,1,0,0,0,0
111,1,0,0,1,0,0,0,0,0,1
112,1,1,0,1,1,0,1,1,1,0
113,0,0,1,1,1,0,1,1,1,0
114,0,1,1,0,1,0,0,0,1,1
115,1,0,1,0,0,1,0,0,1,1
116,0,1,1,0,1,1,0,0,0,1
117,0,0,1,0,1,0,1,0,0,1
118,1,1,1,1,0,0,0,1,1,0
119,0,0,1,1,0,0,1,0,1,1
120,0,0,1,1,0,0,0,1,0,0
121,0,0,0,1,1,0,1,0,1,0
122,0,0,0,1,1,0,0,1,0,0
123,0,0,0,1,1,0,1,1,0,0
124,0,0,1,1,1,0,1,1,1,0
125,1,0,1,1,0,1,0,0,1,0
126,0,1,1,1,1,0,1,0,0,0
127,0,1,1,1,1,0,1,0,1,1
128,0,1,1,1,1,0,1,0,1,0
129,0,0,1,1,1,0,1,1,0,0
130,0,1,0,1,0,0,0,1,0,1
131,0,0,1,1,1,1,1,0,0,0
132,1,1,0,0,1,0,1,0,1,1
133,1,1,1,0,0,0,1,1,0,0
134,1,1,1,1,1,0,1,0,1,1
135,1,0,1,0,1,0,0,0,0,1
136,0,1,0,0,1,0,0,1,0,0
137,0,0,1,0,1,1,1,1,0,0
138,1,0,0,0,1,0,1,1,1,0
139,0,1,1,1,0,1,0,0,0,0
140,0,0,1,1,1,0,1,1,1,1
141,1,1,0,0,0,1,1,1,0,1
142,1,1,1,0,1,0,0,0,1,1
143,1,0,0,1,0,0,1,1,0,0
144,1,1,0,0,1,0,1,0,1,1
145,0,1,1,1,1,0,0,1,0,1
146,1,1,1,1,0,0,1,1,1,0
147,0,0,0,1,0,0,0,1,1,0
148,1,0,1,1,1,1,0,1,1,0
149,0,0,1,1,1,1,0,0,1,0
150,1,1,1,0,1,1,1,0,0,1
151,1,1,1,0,1,1,1,1,0,0
152,1,1,0,0,1,0,1,0,0,1
153,0,1,1,1,0,1,1,0,1,1
154,0,1,1,1,0,1,1,1,1,1
155,0,1,0,0,1,0,0,1,0,1
156,0,1,1,1,0,0,1,1,1,0
157,1,1,1,1,1,0,1,1,1,1
158,1,1,1,1,1,1,1,0,0,0
159,1,1,0,0,1,0,0,1,0,1
160,0,1,1,1,1,1,1,0,0,1
161,1,0,1,1,1,1,1,1,1,1
162,0,0,1,1,1,0,1,1,0,1
163,1,1,0,1,1,1,1,1,0,1
164,1,0,0,1,0,0,1,1,1,1
165,0,1,0,1,1,0,1,0,1,1
166,0,0,0,1,1,0,1,0,1,1
167,0,0,1,1,1,1,0,1,0,0
168,0,1,0,1,1,0,0,0,0,0
169,0,0,0,1,1,0,1,0,1,0
170,0,0,1,1,1,0,1,1,1,1
171,1,0,0,1,0,0,0,1,1,0
172,1,1,1,0,0,0,1,0,0,0
173,0,0,1,0,1,0,1,1,0,1
174,0,1,1,1,0,0,1,0,1,1
175,1,0,1,1,1,0,0,1,1,0
176,1,0,1,1,1,0,1,0,1,1
177,1,0,1,1,1,0,0,1,0,0
178,0,0,1,1,0,0,1,1,1,1
179,0,1,1,1,0,1,0,0,0,0
180,0,0,1,1,0,0,0,1,1,0
181,1,0,1,0,1,0,1,1,0,0
182,1,1,1,1,0,0,1,1,0,1
183,1,1,1,1,0,0,0,0,1,1
184,0,1,1,0,0,0,0,1,1,0
185,0,1,0,1,1,0,0,0,1,0
186,1,0,1,1,1,0,0,1,0,0
187,1,1,1,1,1,1,0,0,1,1
188,1,0,1,1,0,0,1,1,0,1
189,0,0,0,0,1,0,0,0,0,1
190,0,0,0,1,1,0,1,0,0,1
191,0,0,1,0,1,0,0,0,1,1
192,0,1,1,0,1,0,1,0,1,0
193,0,1,1,1,1,1,0,1,1,1
194,0,0,0,1,1,1,1,0,1,1
195,0,0,0,1,1,0,0,1,1,0
196,1,1,1,1,0,1,0,1,1,1
197,1,0,1,1,1,1,0,0,0,0
198,0,1,1,1,0,1,0,1,1,0
199,0,1,0,1,0,1,0,0,0,0
