Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5
0,0,1,1,0,1,1,0,1,0,0
1,1,1,0,1,0,1,0,0,1,1
2,1,1,0,0,1,0,1,0,1,0
3,1,0,0,1,0,0,0,0,0,0
4,0,1,0,0,0,0,0,0,1,0
5,0,1,1,0,0,0,1,1,0,0
6,0,1,0,1,1,1,1,1,1,0
7,1,1,0,1,1,0,0,0,0,0
8,0,0,0,1,1,1,0,1,0,0
9,1,0,0,1,0,1,1,1,1,1
10,0,1,0,1,1,0,1,0,1,0
11,1,0,1,1,1,1,1,1,0,1
12,1,0,1,1,0,0,1,1,1,1
13,0,0,1,1,0,1,0,0,1,0
14,1,1,1,0,1,0,0,1,0,1
15,0,0,1,0,1,1,0,1,1,0
16,0,1,1,0,1,0,0,0,1,0
17,0,0,1,1,0,0,0,0,0,1
18,0,0,1,1,1,0,1,0,0,1
19,0,0,1,1,1,0,1,0,0,0
20,0,0,1,0,0,0,1,1,1,0
21,0,0,1,0,1,0,0,1,1,1
22,1,1,1,0,1,0,1,1,1,0
23,1,1,1,1,1,0,1,0,0,0
24,1,1,0,1,1,1,1,1,0,0
25,1,1,1,0,0,0,0,0,1,0
26,1,0,0,1,0,1,0,0,1,0
27,0,0,1,1,1,0,0,1,1,0
28,0,0,1,1,0,0,1,1,1,0
29,0,0,1,1,1,1,1,0,1,1
30,0,1,0,1,0,0,1,1,0,0
31,1,0,0,1,0,0,1,0,0,0
32,0,1,0,1,1,1,0,0,1,1
33,0,1,0,0,1,0,0,1,0,1
34,0,1,1,0,0,1,0,1,1,1
35,1,1,0,1,0,0,0,0,1,0
36,0,1,0,1,0,1,0,1,1,0
37,1,1,0,1,0,1,1,0,1,0
38,1,0,0,0,1,1,0,1,0,0
39,0,1,1,0,1,0,1,0,0,1
40,0,0,1,1,0,0,0,1,1,0
41,0,1,1,1,0,0,1,1,0,0
42,0,0,1,1,0,0,0,1,0,1
43,1,0,1,1,0,0,1,1,1,0
44,0,0,0,0,1,1,0,1,0,1
45,1,1,0,1,0,0,0,1,0,1
46,0,1,1,1,0,0,1,1,0,0
47,1,1,1,0,1,0,0,1,1,1
48,1,1,1,1,0,1,0,1,0,1
49,0,1,1,1,0,1,0,1,0,1
50,1,0,1,0,1,0,0,1,1,0
51,1,1,1,0,1,1,1,0,0,1
52,0,0,1,1,1,0,1,0,1,1
53,0,1,1,1,0,0,1,0,1,1
54,1,0,1,0,1,0,1,1,1,0
55,1,0,1,1,0,0,1,0,1,1
56,1,0,1,1,1,0,0,1,1,1
57,0,0,1,1,0,1,0,0,1,1
58,1,0,0,1,1,1,0,1,0,1
59,0,0,1,1,1,0,1,1,0,1
60,0,1,1,1,1,1,1,0,0,0
61,1,1,0,1,1,0,0,1,1,0
62,1,1,1,0,1,1,0,0,0,1
63,1,0,1,1,0,0,0,1,1,0
64,1,0,1,0,1,0,0,0,1,0
