Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,best_mate_6,best_mate_7,best_mate_8,best_mate_9,best_mate_10,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5,worst_mate_6,worst_mate_7,worst_mate_8,worst_mate_9,worst_mate_10
0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0
1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0
3,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1
4,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
5,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1
6,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0
7,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0
8,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0
9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0
10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
11,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
13,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0
14,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
15,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1
16,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0
17,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
18,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
19,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1
20,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0
21,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
22,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0
23,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1
24,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1
25,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
26,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
27,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0
28,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0
29,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0
30,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1
31,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
32,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
33,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1
34,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0
35,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0
36,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
37,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
38,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1
39,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0
40,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
41,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1
42,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1
43,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
