Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,best_mate_6,best_mate_7,best_mate_8,best_mate_9,best_mate_10,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5,worst_mate_6,worst_mate_7,worst_mate_8,worst_mate_9,worst_mate_10
0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
2,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
3,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0
4,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1
5,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
8,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
10,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
11,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0
12,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
13,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
14,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1
15,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0
16,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
17,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
18,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0
19,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0
20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
21,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1
22,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
23,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
24,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0
25,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
26,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
27,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0
28,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1
29,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
30,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0
31,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0
32,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
33,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
34,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1
35,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0
36,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
37,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0
38,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0
39,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
40,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1
41,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0
42,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1
43,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1
44,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1
45,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
46,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
47,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
48,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0
49,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
50,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1
51,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1
52,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
53,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0
54,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0
55,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0
56,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0
57,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0
58,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0
59,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1
60,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0
61,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0
62,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1
63,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1
64,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1
