Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,best_mate_6,best_mate_7,best_mate_8,best_mate_9,best_mate_10,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5,worst_mate_6,worst_mate_7,worst_mate_8,worst_mate_9,worst_mate_10
0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
2,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0
3,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0
4,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0
5,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
6,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
7,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1
8,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
9,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0
11,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0
12,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0
13,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
14,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
15,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0
16,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1
19,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1
20,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0
21,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
22,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1
23,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0
24,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1
