Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,best_mate_6,best_mate_7,best_mate_8,best_mate_9,best_mate_10,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5,worst_mate_6,worst_mate_7,worst_mate_8,worst_mate_9,worst_mate_10
0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0
1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
2,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0
3,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0
4,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0
5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1
7,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
8,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
9,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1
10,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1
11,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0
12,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0
13,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0
14,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
15,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
16,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
17,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
18,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
19,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
20,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
21,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0
22,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0
23,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
24,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
25,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
26,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0
27,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
28,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1
29,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1
30,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1
31,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1
32,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1
33,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1
34,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0
35,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1
36,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0
37,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0
38,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0
39,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1
40,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
41,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
42,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0
43,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1
44,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1
45,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1
46,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
47,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
48,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0
49,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0
50,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0
51,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1
52,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1
53,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1
54,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0
55,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1
56,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1
57,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
58,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0
59,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0
60,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0
61,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1
62,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
63,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0
64,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1
65,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0
66,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1
67,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0
68,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0
69,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1
70,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
71,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0
72,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1
73,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0
74,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0
75,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0
76,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1
77,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0
78,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1
79,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0
80,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0
81,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1
82,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1
83,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1
84,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1
85,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1
86,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1
87,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1
88,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0
89,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1
90,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1
91,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1
92,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1
93,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0
94,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1
95,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0
96,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
97,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0
98,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0
99,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1
