Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,best_mate_6,best_mate_7,best_mate_8,best_mate_9,best_mate_10,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5,worst_mate_6,worst_mate_7,worst_mate_8,worst_mate_9,worst_mate_10
0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0
1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1
2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1
3,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1
4,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
5,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0
6,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0
7,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0
8,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0
9,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0
10,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1
11,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0
12,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0
13,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0
14,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0
15,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0
16,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0
17,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0
18,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1
19,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0
20,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0
21,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0
22,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
23,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0
24,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0
25,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0
26,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0
27,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0
28,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0
29,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0
30,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0
31,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0
32,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0
33,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0
34,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0
35,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0
36,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0
37,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1
38,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0
39,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0
40,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0
41,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
42,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1
43,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0
44,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0
45,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0
46,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0
47,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0
48,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0
49,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0
50,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0
51,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0
52,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0
53,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0
54,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0
55,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0
56,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0
57,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0
58,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0
59,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0
60,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0
61,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0
62,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0
63,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0
64,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0
65,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0
66,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0
67,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0
68,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0
69,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0
70,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0
71,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0
72,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0
73,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1
74,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1
75,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0
76,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1
77,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1
78,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1
79,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1
80,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1
81,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1
82,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1
83,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0
84,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1
85,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1
86,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1
87,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1
88,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0
89,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1
90,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1
91,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
92,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0
93,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0
94,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0
95,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0
96,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0
97,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0
98,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0
99,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0
