Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,best_mate_6,best_mate_7,best_mate_8,best_mate_9,best_mate_10,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5,worst_mate_6,worst_mate_7,worst_mate_8,worst_mate_9,worst_mate_10
0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0
1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0
4,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1
5,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
7,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
8,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0
9,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0
10,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1
11,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
12,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
13,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
14,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0
15,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0
16,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
17,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
18,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
19,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
20,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0
21,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1
22,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
23,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
24,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1
25,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
26,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1
27,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
28,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0
29,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1
30,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1
31,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0
32,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1
33,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0
34,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1
35,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1
36,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1
37,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0
38,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1
39,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1
40,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
41,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0
42,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0
43,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1
44,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0
45,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0
46,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1
47,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0
48,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1
49,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1
50,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1
51,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0
