Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,best_mate_6,best_mate_7,best_mate_8,best_mate_9,best_mate_10,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5,worst_mate_6,worst_mate_7,worst_mate_8,worst_mate_9,worst_mate_10
0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1
2,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1
3,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1
4,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1
5,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1
6,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0
7,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0
8,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1
9,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1
10,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1
11,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1
12,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
13,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0
14,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1
15,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1
16,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1
17,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
18,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1
19,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1
20,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
21,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1
22,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
23,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1
24,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1
25,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0
26,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0
27,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0
28,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1
29,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0
30,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0
31,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0
32,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0
33,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1
34,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1
35,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1
36,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0
37,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1
38,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1
39,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0
40,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1
41,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0
42,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0
43,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1
44,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0
45,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0
46,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0
47,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0
48,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0
49,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0
