Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,best_mate_6,best_mate_7,best_mate_8,best_mate_9,best_mate_10,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5,worst_mate_6,worst_mate_7,worst_mate_8,worst_mate_9,worst_mate_10
0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1
1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
2,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1
3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1
4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
5,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
8,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
9,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
10,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1
11,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
12,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
13,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
14,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0
15,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
16,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0
17,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1
18,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0
19,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
20,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1
21,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1
22,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1
23,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1
24,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
25,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1
26,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0
27,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0
28,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0
29,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
30,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0
31,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0
32,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0
33,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
34,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
35,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
36,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
37,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
38,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0
39,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
40,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0
41,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
42,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0
43,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1
44,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0
45,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0
46,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0
47,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0
48,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0
49,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
50,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0
51,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0
52,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0
53,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0
54,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0
55,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
56,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
57,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
58,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
59,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0
60,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
61,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0
62,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
63,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
64,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1
65,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
66,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
67,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
68,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
69,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
70,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
71,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0
72,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0
73,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
74,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
75,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
76,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0
77,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0
78,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0
79,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0
80,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1
81,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1
82,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0
83,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1
84,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
85,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
86,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
87,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0
88,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
89,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
90,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0
91,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1
92,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
93,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
94,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
95,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
96,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
97,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
98,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
99,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0
