Genome,Ave_fit,Std_fit,Sum_fit,Ave_thr,Std_thr,Seed,Num_Learning,Num_Mating
"[1, 1, 0, 0, 0]",37.97652039146125,29.36538732677781,8.61113306468344,10.18404586761198,3.173131476999881,26098,2,3
"[1, 1, 0, 0, 1]",24.42167730582395,21.070822159617773,3.3508551462061753,9.917852280551388,3.0513040153879505,75874,3,2
"[1, 1, 0, 1, 0]",23.285177484983503,22.05848184960952,1.2266956353739822,10.15221224281074,3.091326180690638,74783,3,2
"[1, 1, 0, 1, 1]",11.329999553265543,13.173599046515438,-1.8435994932498954,10.10696837968062,3.1527538552621848,28695,4,1
"[1, 1, 1, 0, 0]",24.15264130673666,22.89961916817731,1.2530221385593485,10.183967890753314,3.096159563555414,10248,3,2
"[1, 1, 1, 0, 1]",10.620405059468002,13.098502050994098,-2.4780969915260957,9.991632561537656,3.172245752021936,92377,4,1
"[1, 1, 1, 1, 0]",11.292491401826894,13.395953980053964,-2.10346257822707,10.079167343679753,3.038244669204702,81435,4,1
"[1, 1, 1, 1, 1]",0.0,0.0,0.0,10.247786309198474,3.218915041882954,97050,5,0
"[1, 0, 0, 0, 0]",57.90083915346902,38.695710417533014,19.205128735936007,9.929889035393279,3.1598107352545375,11348,1,4
"[1, 0, 0, 0, 1]",37.95494820755626,29.567355702925887,8.38759250463037,10.233023208183191,3.2600233767590967,37635,2,3
"[1, 0, 0, 1, 0]",38.02250433720183,28.97958779952969,9.042916537672141,10.092231648730081,3.0152039404433104,36840,2,3
"[1, 0, 0, 1, 1]",23.620223086287847,21.034556896010937,2.5856661902769105,10.24048451769911,3.127539812262856,22859,3,2
"[1, 0, 1, 0, 0]",37.84341581345061,30.32380185745631,7.519613955994302,9.905952291877695,3.2144187175215753,55486,2,3
"[1, 0, 1, 0, 1]",22.545879422103358,20.81749902204175,1.7283804000616065,9.829473457810847,3.244351879282163,55403,3,2
"[1, 0, 1, 1, 0]",24.907202884447912,22.987766665477015,1.9194362189708976,10.083370176202997,3.177850827603614,98565,3,2
"[1, 0, 1, 1, 1]",10.549621010626954,12.487916133634114,-1.9382951230071601,9.984599584535676,3.2048554531635425,37618,4,1
